,team1_name,team2_name,team1_id,team2_id,ground_name,ground_id,match_id,date
444,India,South Africa,6,3,Dharamsala,58056,903587,2015-10-02
445,India,South Africa,6,3,Cuttack,58027,903589,2015-10-05
446,Zimbabwe,Afghanistan,9,40,Bulawayo,59537,924637,2015-10-26
447,Zimbabwe,Afghanistan,9,40,Bulawayo,59537,924639,2015-10-28
448,Sri Lanka,West Indies,8,4,Pallekele,434211,915783,2015-11-09
449,Sri Lanka,West Indies,8,4,Colombo (RPS),59306,915785,2015-11-11
450,Bangladesh,Zimbabwe,25,9,Dhaka,236761,931396,2015-11-13
451,Bangladesh,Zimbabwe,25,9,Dhaka,236761,931398,2015-11-15
452,Hong Kong,Oman,19,37,Abu Dhabi,59396,930575,2015-11-21
453,U.A.E.,Oman,27,37,Abu Dhabi,59396,930573,2015-11-22
454,Hong Kong,Oman,19,37,Abu Dhabi,59396,930577,2015-11-25
455,Hong Kong,Oman,19,37,Abu Dhabi,59396,930579,2015-11-26
456,England,Pakistan,1,7,Dubai (DSC),392627,902649,2015-11-26
457,England,Pakistan,1,7,Dubai (DSC),392627,902651,2015-11-27
458,Afghanistan,Hong Kong,40,19,Abu Dhabi,59396,930581,2015-11-28
459,Afghanistan,Oman,40,37,Abu Dhabi,59396,930583,2015-11-29
460,Afghanistan,Oman,40,37,Abu Dhabi,59396,930585,2015-11-30
461,England,Pakistan,1,7,Sharjah,59392,902653,2015-11-30
462,New Zealand,Sri Lanka,5,8,Mount Maunganui,444258,914217,2016-01-07
463,Afghanistan,Zimbabwe,40,9,Sharjah,59392,953345,2016-01-08
464,New Zealand,Sri Lanka,5,8,Auckland,58792,914219,2016-01-10
465,Afghanistan,Zimbabwe,40,9,Sharjah,59392,953347,2016-01-10
466,New Zealand,Pakistan,5,7,Auckland,58792,914221,2016-01-15
467,Bangladesh,Zimbabwe,25,9,Khulna,56691,958415,2016-01-15
468,New Zealand,Pakistan,5,7,Hamilton,58831,914223,2016-01-17
469,Bangladesh,Zimbabwe,25,9,Khulna,56691,958417,2016-01-17
470,Bangladesh,Zimbabwe,25,9,Khulna,56691,958419,2016-01-20
471,New Zealand,Pakistan,5,7,Wellington,58899,914225,2016-01-22
472,Bangladesh,Zimbabwe,25,9,Khulna,56691,958421,2016-01-22
473,Australia,India,2,6,Adelaide,56293,895817,2016-01-26
474,Australia,India,2,6,Melbourne,56441,895819,2016-01-29
475,Hong Kong,Scotland,19,30,Mong Kok,493864,953103,2016-01-30
476,Hong Kong,Scotland,19,30,Mong Kok,493864,953105,2016-01-31
477,Australia,India,2,6,Sydney,56544,895821,2016-01-31
478,U.A.E.,Netherlands,27,15,ICCA Dubai,481147,967081,2016-02-03
479,U.A.E.,Scotland,27,30,ICCA Dubai,481147,966373,2016-02-04
480,Netherlands,Scotland,15,30,ICCA Dubai,481147,966375,2016-02-05
481,Ireland,P.N.G.,29,20,Townsville,298311,954733,2016-02-06
482,Ireland,P.N.G.,29,20,Townsville,298311,954735,2016-02-07
483,Ireland,P.N.G.,29,20,Townsville,298311,954737,2016-02-09
484,India,Sri Lanka,6,8,Pune,545380,963697,2016-02-09
485,India,Sri Lanka,6,8,Ranchi,485865,963699,2016-02-12
486,U.A.E.,Ireland,27,29,Abu Dhabi,59396,954741,2016-02-14
487,India,Sri Lanka,6,8,Visakhapatnam,58547,963701,2016-02-14
488,U.A.E.,Ireland,27,29,Abu Dhabi,59396,954743,2016-02-16
489,Afghanistan,U.A.E.,40,27,Fatullah,56667,966713,2016-02-19
490,Hong Kong,Oman,19,37,Fatullah,56667,966735,2016-02-19
491,South Africa,England,3,1,Cape Town,59068,800479,2016-02-19
492,Afghanistan,Oman,40,37,Fatullah,56667,966737,2016-02-20
493,Hong Kong,U.A.E.,19,27,Fatullah,56667,966739,2016-02-21
494,South Africa,England,3,1,Johannesburg,59120,800481,2016-02-21
495,Afghanistan,Hong Kong,40,19,Dhaka,236761,966741,2016-02-22
496,Oman,U.A.E.,37,27,Dhaka,236761,966743,2016-02-22
497,Bangladesh,India,25,6,Dhaka,236761,966745,2016-02-24
498,Sri Lanka,U.A.E.,8,27,Dhaka,236761,966747,2016-02-25
499,Bangladesh,U.A.E.,25,27,Dhaka,236761,966749,2016-02-26
500,India,Pakistan,6,7,Dhaka,236761,966751,2016-02-27
501,Bangladesh,Sri Lanka,25,8,Dhaka,236761,966753,2016-02-28
502,Pakistan,U.A.E.,7,27,Dhaka,236761,966755,2016-02-29
503,India,Sri Lanka,6,8,Dhaka,236761,966757,2016-03-01
504,Bangladesh,Pakistan,25,7,Dhaka,236761,966759,2016-03-02
505,India,U.A.E.,6,27,Dhaka,236761,966761,2016-03-03 00:00:00
506,Pakistan,Sri Lanka,7,8,Dhaka,236761,966763,2016-03-04 00:00:00
507,South Africa,Australia,3,2,Durban,59089,884347,2016-03-04 00:00:00
554,South Africa,Australia,3,2,Johannesburg,59120,884349,2016-03-06 00:00:00
555,Bangladesh,India,25,6,Dhaka,236761,966765,2016-03-06 00:00:00
0,New Zealand,Sri Lanka,5,8,Mount Maunganui,444258,914217,2016-01-07 00:00:00
1,Afghanistan,Zimbabwe,40,9,Sharjah,59392,953345,2016-01-08 00:00:00
2,New Zealand,Sri Lanka,5,8,Auckland,58792,914219,2016-01-10 00:00:00
3,Afghanistan,Zimbabwe,40,9,Sharjah,59392,953347,2016-01-10 00:00:00
4,New Zealand,Pakistan,5,7,Auckland,58792,914221,2016-01-15 00:00:00
5,Bangladesh,Zimbabwe,25,9,Khulna,56691,958415,2016-01-15 00:00:00
6,New Zealand,Pakistan,5,7,Hamilton,58831,914223,2016-01-17 00:00:00
7,Bangladesh,Zimbabwe,25,9,Khulna,56691,958417,2016-01-17 00:00:00
8,Bangladesh,Zimbabwe,25,9,Khulna,56691,958419,2016-01-20 00:00:00
9,New Zealand,Pakistan,5,7,Wellington,58899,914225,2016-01-22 00:00:00
10,Bangladesh,Zimbabwe,25,9,Khulna,56691,958421,2016-01-22 00:00:00
11,Australia,India,2,6,Adelaide,56293,895817,2016-01-26 00:00:00
12,Australia,India,2,6,Melbourne,56441,895819,2016-01-29 00:00:00
13,Hong Kong,Scotland,19,30,Mong Kok,493864,953103,2016-01-30 00:00:00
14,Hong Kong,Scotland,19,30,Mong Kok,493864,953105,2016-01-31 00:00:00
15,Australia,India,2,6,Sydney,56544,895821,2016-01-31 00:00:00
16,U.A.E.,Netherlands,27,15,ICCA Dubai,481147,967081,2016-02-03 00:00:00
17,U.A.E.,Scotland,27,30,ICCA Dubai,481147,966373,2016-02-04 00:00:00
18,Netherlands,Scotland,15,30,ICCA Dubai,481147,966375,2016-02-05 00:00:00
19,Ireland,P.N.G.,29,20,Townsville,298311,954733,2016-02-06 00:00:00
20,Ireland,P.N.G.,29,20,Townsville,298311,954735,2016-02-07 00:00:00
21,Ireland,P.N.G.,29,20,Townsville,298311,954737,2016-02-09 00:00:00
22,India,Sri Lanka,6,8,Pune,545380,963697,2016-02-09 00:00:00
23,India,Sri Lanka,6,8,Ranchi,485865,963699,2016-02-12 00:00:00
24,U.A.E.,Ireland,27,29,Abu Dhabi,59396,954741,2016-02-14 00:00:00
25,India,Sri Lanka,6,8,Visakhapatnam,58547,963701,2016-02-14 00:00:00
26,U.A.E.,Ireland,27,29,Abu Dhabi,59396,954743,2016-02-16 00:00:00
27,Afghanistan,U.A.E.,40,27,Fatullah,56667,966713,2016-02-19 00:00:00
28,Hong Kong,Oman,19,37,Fatullah,56667,966735,2016-02-19 00:00:00
29,South Africa,England,3,1,Cape Town,59068,800479,2016-02-19 00:00:00
30,Afghanistan,Oman,40,37,Fatullah,56667,966737,2016-02-20 00:00:00
31,Hong Kong,U.A.E.,19,27,Fatullah,56667,966739,2016-02-21 00:00:00
32,South Africa,England,3,1,Johannesburg,59120,800481,2016-02-21 00:00:00
33,Afghanistan,Hong Kong,40,19,Dhaka,236761,966741,2016-02-22 00:00:00
34,Oman,U.A.E.,37,27,Dhaka,236761,966743,2016-02-22 00:00:00
35,Bangladesh,India,25,6,Dhaka,236761,966745,2016-02-24 00:00:00
36,Sri Lanka,U.A.E.,8,27,Dhaka,236761,966747,2016-02-25 00:00:00
37,Bangladesh,U.A.E.,25,27,Dhaka,236761,966749,2016-02-26 00:00:00
38,India,Pakistan,6,7,Dhaka,236761,966751,2016-02-27 00:00:00
39,Bangladesh,Sri Lanka,25,8,Dhaka,236761,966753,2016-02-28 00:00:00
40,Pakistan,U.A.E.,7,27,Dhaka,236761,966755,2016-02-29 00:00:00
41,India,Sri Lanka,6,8,Dhaka,236761,966757,2016-03-01 00:00:00
42,Bangladesh,Pakistan,25,7,Dhaka,236761,966759,2016-03-02 00:00:00
43,India,U.A.E.,6,27,Dhaka,236761,966761,2016-03-03 00:00:00
44,Pakistan,Sri Lanka,7,8,Dhaka,236761,966763,2016-03-04 00:00:00
45,South Africa,Australia,3,2,Durban,59089,884347,2016-03-04 00:00:00
46,South Africa,Australia,3,2,Johannesburg,59120,884349,2016-03-06 00:00:00
47,Bangladesh,India,25,6,Dhaka,236761,966765,2016-03-06 00:00:00
48,Hong Kong,Zimbabwe,19,9,Nagpur,375326,951305,2016-03-08 00:00:00
49,Afghanistan,Scotland,40,30,Nagpur,375326,951307,2016-03-08 00:00:00
50,Bangladesh,Netherlands,25,15,Dharamsala,58056,951309,2016-03-09 00:00:00
