,bowler_name,date,inning,opposition,runs_conceded,wickets_taken,balls_bowled,num_dots,team,year,economy_rate
254,Al-Amin Hossain,2016-02-28 00:00:00,2,Sri Lanka,34.0,3.0,24,10,Bangladesh,14-16,8.5
255,Al-Amin Hossain,2016-03-02 00:00:00,1,Pakistan,25.0,3.0,24,12,Bangladesh,14-16,6.25
256,Al-Amin Hossain,2016-03-06 00:00:00,2,India,30.0,1.0,17,6,Bangladesh,14-16,10.5882352941
257,Alasdair Evans,2015-06-18,1,Ireland,32.0,0.0,25,8,Scotland,14-16,7.68
258,Alasdair Evans,2015-07-09,1,United Arab Emirates,23.0,2.0,25,11,Scotland,14-16,5.52
259,Alasdair Evans,2015-07-11,1,Netherlands,23.0,5.0,25,11,Scotland,14-16,5.52
260,Alasdair Evans,2015-07-12,1,Afghanistan,36.0,0.0,24,10,Scotland,14-16,9.0
261,Alasdair Evans,2015-07-25,1,Hong Kong,14.0,3.0,27,20,Scotland,14-16,3.11111111111
262,Alasdair Evans,2016-02-04 00:00:00,1,United Arab Emirates,27.0,1.0,25,12,Scotland,14-16,6.48
263,Alasdair Evans,2016-02-05 00:00:00,2,Netherlands,9.0,1.0,18,13,Scotland,14-16,3.0
264,Albie Morkel,2005-10-21,2,New Zealand,13.0,0.0,12,4,South Africa,05-07,6.5
265,Albie Morkel,2006-12-01,2,India,12.0,0.0,12,5,South Africa,05-07,6.0
266,Albie Morkel,2007-02-02,1,Pakistan,15.0,1.0,25,15,South Africa,05-07,3.6
267,Albie Morkel,2007-09-11,1,West Indies,14.0,0.0,8,2,South Africa,05-07,10.5
268,Albie Morkel,2007-09-15,1,Bangladesh,5.0,0.0,13,8,South Africa,05-07,2.30769230769
269,Albie Morkel,2007-09-16,2,England,11.0,2.0,13,5,South Africa,05-07,5.07692307692
270,Albie Morkel,2007-09-19,1,New Zealand,29.0,1.0,19,7,South Africa,05-07,9.15789473684
271,Albie Morkel,2007-09-20,1,India,13.0,0.0,12,5,South Africa,05-07,6.5
272,Albie Morkel,2007-11-23,1,New Zealand,27.0,1.0,26,13,South Africa,05-07,6.23076923077
273,Albie Morkel,2007-12-16,2,West Indies,5.0,0.0,6,2,South Africa,05-07,5.0
274,Albie Morkel,2008-01-18,1,West Indies,11.0,0.0,18,14,South Africa,08-10,3.66666666667
275,Albie Morkel,2008-11-05,2,Bangladesh,18.0,1.0,12,5,South Africa,08-10,9.0
276,Albie Morkel,2009-01-11,1,Australia,30.0,3.0,24,8,South Africa,08-10,7.5
277,Albie Morkel,2009-01-13,2,Australia,36.0,0.0,18,4,South Africa,08-10,12.0
278,Albie Morkel,2009-03-27,1,Australia,35.0,1.0,25,10,South Africa,08-10,8.4
279,Albie Morkel,2009-03-29,2,Australia,23.0,1.0,19,7,South Africa,08-10,7.26315789474
280,Albie Morkel,2009-06-07,2,Scotland,15.0,2.0,10,5,South Africa,08-10,9.0
281,Albie Morkel,2009-06-09,2,New Zealand,14.0,0.0,12,4,South Africa,08-10,7.0
282,Albie Morkel,2009-06-11,1,England,0.0,1.0,6,6,South Africa,08-10,0.0
283,Albie Morkel,2009-06-13,2,West Indies,19.0,0.0,14,5,South Africa,08-10,8.14285714286
284,Albie Morkel,2009-06-16,2,India,12.0,0.0,6,1,South Africa,08-10,12.0
285,Albie Morkel,2009-06-18,1,Pakistan,12.0,0.0,13,3,South Africa,08-10,5.53846153846
286,Albie Morkel,2009-11-13,1,England,32.0,0.0,12,2,South Africa,08-10,16.0
287,Albie Morkel,2009-11-15,2,England,34.0,3.0,25,6,South Africa,08-10,8.16
288,Albie Morkel,2010-05-02,1,India,39.0,0.0,18,6,South Africa,08-10,13.0
289,Albie Morkel,2010-05-05,2,Afghanistan,20.0,0.0,12,5,South Africa,08-10,10.0
290,Albie Morkel,2010-05-06,2,New Zealand,13.0,0.0,6,1,South Africa,08-10,13.0
291,Albie Morkel,2010-05-10,1,Pakistan,28.0,0.0,24,9,South Africa,08-10,7.0
292,Albie Morkel,2010-10-26,1,Pakistan,24.0,1.0,28,16,South Africa,08-10,5.14285714286
293,Albie Morkel,2010-10-27,1,Pakistan,31.0,1.0,24,8,South Africa,08-10,7.75
294,Albie Morkel,2012-02-17,2,New Zealand,20.0,0.0,18,9,South Africa,11-13,6.66666666667
295,Albie Morkel,2012-02-22,2,New Zealand,12.0,0.0,7,3,South Africa,11-13,10.2857142857
296,Albie Morkel,2012-03-30,2,India,16.0,0.0,6,1,South Africa,11-13,16.0
297,Albie Morkel,2012-09-08,1,England,12.0,2.0,18,8,South Africa,11-13,4.0
298,Albie Morkel,2012-09-12,1,England,5.0,0.0,6,2,South Africa,11-13,5.0
299,Albie Morkel,2012-09-20,1,Zimbabwe,23.0,1.0,27,12,South Africa,11-13,5.11111111111
300,Albie Morkel,2012-09-22,2,Sri Lanka,7.0,1.0,7,2,South Africa,11-13,6.0
301,Albie Morkel,2012-09-28,2,Pakistan,25.0,0.0,13,3,South Africa,11-13,11.5384615385
302,Albie Morkel,2014-03-14,2,Australia,26.0,0.0,12,2,South Africa,14-16,13.0
303,Albie Morkel,2014-03-22,1,Sri Lanka,22.0,0.0,14,4,South Africa,14-16,9.42857142857
304,Albie Morkel,2014-03-24,2,New Zealand,13.0,1.0,12,3,South Africa,14-16,6.5
305,Albie Morkel,2014-03-27,2,Netherlands,18.0,0.0,13,5,South Africa,14-16,8.30769230769
306,Albie Morkel,2014-03-29,2,England,17.0,0.0,14,5,South Africa,14-16,7.28571428571
307,Albie Morkel,2014-04-04,2,India,17.0,0.0,12,3,South Africa,14-16,8.5
308,Albie Morkel,2015-10-05,1,India,12.0,4.0,24,13,South Africa,14-16,3.0
309,Alex Cusack,2008-08-02,1,Scotland,20.0,4.0,25,11,Ireland,08-10,4.8
310,Alex Cusack,2008-08-03,2,Bermuda,5.0,1.0,12,7,Ireland,08-10,2.5
311,Alex Cusack,2008-08-04,1,Kenya,3.0,2.0,18,16,Ireland,08-10,1.0
312,Alex Cusack,2009-06-08,1,Bangladesh,33.0,1.0,25,7,Ireland,08-10,7.92
313,Alex Cusack,2009-06-10,2,India,13.0,0.0,12,5,Ireland,08-10,6.5
314,Alex Cusack,2009-06-11,1,New Zealand,40.0,2.0,25,7,Ireland,08-10,9.6
315,Alex Cusack,2009-06-14,1,Sri Lanka,18.0,3.0,18,10,Ireland,08-10,6.0
316,Alex Cusack,2009-06-15,1,Pakistan,41.0,1.0,24,5,Ireland,08-10,10.25
317,Alex Cusack,2010-02-01,1,Afghanistan,36.0,0.0,26,11,Ireland,08-10,8.30769230769
318,Alex Cusack,2010-02-09,1,Afghanistan,22.0,1.0,19,8,Ireland,08-10,6.94736842105
319,Alex Cusack,2010-02-11,2,Scotland,21.0,1.0,18,4,Ireland,08-10,7.0
320,Alex Cusack,2010-02-13,2,Netherlands,25.0,0.0,32,14,Ireland,08-10,4.6875
321,Alex Cusack,2010-04-30,1,West Indies,18.0,2.0,19,10,Ireland,08-10,5.68421052632
322,Alex Cusack,2012-02-22,1,Kenya,11.0,2.0,18,10,Ireland,11-13,3.66666666667
323,Alex Cusack,2012-03-14,1,Kenya,5.0,2.0,18,13,Ireland,11-13,1.66666666667
324,Alex Cusack,2012-03-18,2,Scotland,14.0,0.0,12,3,Ireland,11-13,7.0
325,Alex Cusack,2012-07-18,1,Bangladesh,34.0,0.0,18,3,Ireland,11-13,11.3333333333
326,Alex Cusack,2012-07-20,1,Bangladesh,26.0,1.0,19,7,Ireland,11-13,8.21052631579
327,Alex Cusack,2012-09-19,2,Australia,9.0,0.0,13,7,Ireland,11-13,4.15384615385
328,Alex Cusack,2013-11-16,2,Canada,26.0,1.0,25,10,Ireland,11-13,6.24
329,Alex Cusack,2013-11-30,2,Afghanistan,18.0,2.0,18,11,Ireland,11-13,6.0
330,Alex Cusack,2014-02-19,1,West Indies,16.0,2.0,25,13,Ireland,14-16,3.84
331,Alex Cusack,2014-02-21,1,West Indies,11.0,3.0,24,15,Ireland,14-16,2.75
332,Alex Cusack,2014-03-17,1,Zimbabwe,53.0,1.0,24,6,Ireland,14-16,13.25
333,Alex Cusack,2014-03-19,1,United Arab Emirates,29.0,0.0,25,9,Ireland,14-16,6.96
334,Alex Cusack,2014-03-21,2,Netherlands,22.0,0.0,6,2,Ireland,14-16,22.0
335,Alex Cusack,2015-06-20,2,Scotland,33.0,0.0,18,3,Ireland,14-16,11.0
336,Alex Cusack,2015-07-13,1,Nepal,1.0,1.0,8,7,Ireland,14-16,0.75
337,Alex Cusack,2015-07-15,2,Papua New Guinea,26.0,1.0,25,14,Ireland,14-16,6.24
338,Alex Cusack,2015-07-17,1,Hong Kong,24.0,0.0,26,9,Ireland,14-16,5.53846153846
339,Alex Cusack,2015-07-25,2,Netherlands,20.0,1.0,19,9,Ireland,14-16,6.31578947368
340,Alex Obanda,2012-03-13,1,Scotland,8.0,1.0,6,1,Kenya,11-13,8.0
341,Alfonso Thomas,2007-02-02,1,Pakistan,24.0,3.0,26,15,South Africa,05-07,5.53846153846
342,Alok Kapali,2007-09-16,2,Australia,23.0,0.0,12,2,Bangladesh,05-07,11.5
343,Alok Kapali,2011-11-29,1,Pakistan,11.0,2.0,19,9,Bangladesh,11-13,3.47368421053
344,Amir Ali,2015-11-25,2,Hong Kong,13.0,0.0,12,4,Oman,14-16,6.5
345,Amir Ali,2016-02-19 00:00:00,2,Hong Kong,6.0,1.0,6,4,Oman,14-16,6.0
346,Amir Ali,2016-02-20 00:00:00,2,Afghanistan,11.0,0.0,6,1,Oman,14-16,11.0
347,Amir Hamza,2013-03-03,2,Scotland,15.0,0.0,18,10,Afghanistan,11-13,5.0
348,Amir Hamza,2013-03-04,1,Scotland,17.0,1.0,25,8,Afghanistan,11-13,4.08
349,Amir Hamza,2013-09-30,2,Kenya,11.0,1.0,12,5,Afghanistan,11-13,5.5
350,Amir Hamza,2013-10-11,1,Kenya,24.0,1.0,18,7,Afghanistan,11-13,8.0
351,Amir Hamza,2013-11-16,2,Scotland,10.0,0.0,6,0,Afghanistan,11-13,10.0
352,Amir Hamza,2013-11-24,2,Kenya,8.0,1.0,19,12,Afghanistan,11-13,2.52631578947
353,Amir Hamza,2013-11-30,1,Ireland,38.0,3.0,25,8,Afghanistan,11-13,9.12
354,Amir Hamza,2014-03-18,1,Hong Kong,27.0,2.0,25,10,Afghanistan,14-16,6.48
355,Amir Hamza,2015-10-26,1,Zimbabwe,28.0,0.0,24,7,Afghanistan,14-16,7.0
356,Amir Hamza,2015-10-28,1,Zimbabwe,26.0,1.0,24,7,Afghanistan,14-16,6.5
357,Amir Hamza,2016-01-08 00:00:00,2,Zimbabwe,23.0,1.0,24,13,Afghanistan,14-16,5.75
358,Amir Hamza,2016-01-10 00:00:00,2,Zimbabwe,15.0,3.0,19,10,Afghanistan,14-16,4.73684210526
359,Amir Hamza,2016-02-19 00:00:00,1,United Arab Emirates,32.0,1.0,24,8,Afghanistan,14-16,8.0
360,Amir Hamza,2016-02-20 00:00:00,1,Oman,27.0,1.0,14,2,Afghanistan,14-16,11.5714285714
361,Amit Mishra,2010-06-13,1,Zimbabwe,21.0,1.0,24,11,India,08-10,5.25
362,Amit Mishra,2014-03-21,1,Pakistan,22.0,2.0,24,10,India,14-16,5.5
363,Amit Mishra,2014-03-23,1,West Indies,17.0,2.0,25,14,India,14-16,4.08
364,Amit Mishra,2014-03-28,1,Bangladesh,26.0,3.0,24,12,India,14-16,6.5
365,Amit Mishra,2014-03-30,2,Australia,13.0,2.0,18,6,India,14-16,4.33333333333
366,Amit Mishra,2014-04-04,1,South Africa,35.0,0.0,19,4,India,14-16,11.0526315789
367,Amit Mishra,2014-04-06,2,Sri Lanka,31.0,1.0,25,12,India,14-16,7.44
368,Amjad Javed,2014-03-17,2,Netherlands,27.0,1.0,24,10,United Arab Emirates,14-16,6.75
369,Amjad Javed,2014-03-19,2,Ireland,17.0,1.0,19,12,United Arab Emirates,14-16,5.36842105263
370,Amjad Javed,2014-03-21,2,Zimbabwe,12.0,0.0,6,1,United Arab Emirates,14-16,12.0
371,Amjad Javed,2015-07-09,2,Scotland,24.0,0.0,12,5,United Arab Emirates,14-16,12.0
372,Amjad Javed,2015-07-10,2,Afghanistan,35.0,1.0,22,11,United Arab Emirates,14-16,9.54545454545
373,Amjad Javed,2016-02-04 00:00:00,2,Scotland,19.0,3.0,24,12,United Arab Emirates,14-16,4.75
374,Amjad Javed,2016-02-14 00:00:00,1,Ireland,41.0,2.0,24,8,United Arab Emirates,14-16,10.25
375,Amjad Javed,2016-02-16 00:00:00,2,Ireland,28.0,2.0,24,9,United Arab Emirates,14-16,7.0
376,Amjad Javed,2016-02-19 00:00:00,2,Afghanistan,25.0,1.0,19,6,United Arab Emirates,14-16,7.89473684211
377,Amjad Javed,2016-02-21 00:00:00,1,Hong Kong,21.0,2.0,24,8,United Arab Emirates,14-16,5.25
378,Amjad Javed,2016-02-22 00:00:00,2,Oman,9.0,1.0,12,6,United Arab Emirates,14-16,4.5
379,Amjad Javed,2016-02-25 00:00:00,1,Sri Lanka,24.0,3.0,25,11,United Arab Emirates,14-16,5.76
380,Amjad Javed,2016-02-26 00:00:00,1,Bangladesh,33.0,2.0,25,11,United Arab Emirates,14-16,7.92
381,Amjad Javed,2016-02-29 00:00:00,2,Pakistan,34.0,3.0,26,17,United Arab Emirates,14-16,7.84615384615
382,Amjad Javed,2016-03-03 00:00:00,2,India,18.0,0.0,12,6,United Arab Emirates,14-16,9.0
383,Amjad Khan,2009-03-15,2,West Indies,32.0,2.0,26,12,England,08-10,7.38461538462
384,Amrit Bhattarai,2014-11-24,2,Hong Kong,11.0,2.0,19,11,Nepal,14-16,3.47368421053
385,Anas Khan,2014-11-24,1,Nepal,4.0,1.0,24,20,Hong Kong,14-16,1.0
386,Andre Adams,2005-02-17,1,Australia,40.0,0.0,24,6,New Zealand,05-07,10.0
387,Andre Adams,2005-10-21,1,South Africa,27.0,1.0,24,11,New Zealand,05-07,6.75
388,Andre Adams,2006-12-22,2,Sri Lanka,18.0,0.0,5,1,New Zealand,05-07,21.6
389,Andre Adams,2006-12-26,1,Sri Lanka,19.0,2.0,25,15,New Zealand,05-07,4.56
390,Andre Botha,2008-08-02,1,Scotland,28.0,3.0,37,19,Ireland,08-10,4.54054054054
391,Andre Botha,2008-08-03,2,Bermuda,4.0,2.0,12,8,Ireland,08-10,2.0
392,Andre Botha,2008-08-04,1,Kenya,15.0,3.0,25,16,Ireland,08-10,3.6
393,Andre Botha,2010-02-01,1,Afghanistan,14.0,3.0,24,15,Ireland,08-10,3.5
394,Andre Botha,2010-02-03,1,Canada,35.0,3.0,24,6,Ireland,08-10,8.75
395,Andre Botha,2010-02-09,1,Afghanistan,24.0,1.0,25,8,Ireland,08-10,5.76
396,Andre Botha,2010-02-11,2,Scotland,16.0,0.0,19,7,Ireland,08-10,5.05263157895
397,Andre Botha,2010-02-13,2,Netherlands,15.0,2.0,18,9,Ireland,08-10,5.0
398,Andre Botha,2010-04-30,1,West Indies,7.0,2.0,12,7,Ireland,08-10,3.5
399,Andre Nel,2005-10-21,2,New Zealand,19.0,2.0,24,11,South Africa,05-07,4.75
400,Andre Nel,2007-09-19,1,New Zealand,23.0,0.0,24,12,South Africa,05-07,5.75
401,Andre Russell,2011-04-21,2,Pakistan,26.0,1.0,26,13,West Indies,11-13,6.0
402,Andre Russell,2011-06-04,1,India,25.0,0.0,13,0,West Indies,11-13,11.5384615385
403,Andre Russell,2011-09-23,2,England,20.0,0.0,13,6,West Indies,11-13,9.23076923077
404,Andre Russell,2011-09-25,2,England,13.0,1.0,13,6,West Indies,11-13,6.0
405,Andre Russell,2011-10-11,2,Bangladesh,16.0,0.0,13,6,West Indies,11-13,7.38461538462
406,Andre Russell,2012-09-29,2,Sri Lanka,11.0,0.0,6,1,West Indies,11-13,11.0
407,Andre Russell,2012-10-05,2,Australia,25.0,0.0,6,0,West Indies,11-13,25.0
408,Andre Russell,2012-12-10,2,Bangladesh,17.0,0.0,6,1,West Indies,11-13,17.0
409,Andre Russell,2013-02-13,2,Australia,9.0,0.0,6,2,West Indies,11-13,9.0
410,Andre Russell,2013-03-02,1,Zimbabwe,6.0,0.0,6,0,West Indies,11-13,6.0
411,Andre Russell,2013-03-03,2,Zimbabwe,20.0,0.0,13,5,West Indies,11-13,9.23076923077
412,Andre Russell,2014-01-11,1,New Zealand,23.0,0.0,6,1,West Indies,14-16,23.0
413,Andre Russell,2014-01-15,2,New Zealand,16.0,2.0,18,9,West Indies,14-16,5.33333333333
414,Andre Russell,2014-02-19,2,Ireland,7.0,0.0,6,2,West Indies,14-16,7.0
415,Andre Russell,2014-03-09,2,England,21.0,1.0,12,3,West Indies,14-16,10.5
416,Andre Russell,2014-03-11,1,England,13.0,0.0,12,2,West Indies,14-16,6.5
417,Andre Russell,2014-03-13,1,England,11.0,0.0,6,1,West Indies,14-16,11.0
418,Andre Russell,2014-03-23,2,India,11.0,1.0,13,8,West Indies,14-16,5.07692307692
419,Andre Russell,2014-03-25,2,Bangladesh,10.0,2.0,13,7,West Indies,14-16,4.61538461538
420,Andre Russell,2014-03-28,1,Australia,10.0,0.0,7,1,West Indies,14-16,8.57142857143
421,Andre Russell,2014-04-01,2,Pakistan,15.0,2.0,18,7,West Indies,14-16,5.0
422,Andre Russell,2014-04-03,1,Sri Lanka,35.0,1.0,20,5,West Indies,14-16,10.5
423,Andre Russell,2014-07-05,2,New Zealand,21.0,0.0,12,5,West Indies,14-16,10.5
424,Andre Russell,2014-07-06,2,New Zealand,17.0,1.0,12,3,West Indies,14-16,8.5
425,Andre Russell,2015-01-09,1,South Africa,42.0,1.0,25,7,West Indies,14-16,10.08
426,Andre Russell,2015-01-11,1,South Africa,34.0,1.0,29,14,West Indies,14-16,7.03448275862
427,Andre Russell,2015-01-14,1,South Africa,24.0,0.0,12,4,West Indies,14-16,12.0
428,Andrew Ellis,2012-02-14,1,Zimbabwe,10.0,0.0,6,2,New Zealand,11-13,10.0
429,Andrew Ellis,2012-07-01,1,West Indies,39.0,0.0,25,5,New Zealand,11-13,9.36
430,Andrew Ellis,2013-02-09,1,England,39.0,2.0,19,4,New Zealand,11-13,12.3157894737
431,Andrew Ellis,2013-11-21,2,Sri Lanka,15.0,0.0,12,3,New Zealand,11-13,7.5
432,Andrew Flintoff,2005-06-13,2,Australia,14.0,0.0,19,11,England,05-07,4.42105263158
433,Andrew Flintoff,2007-01-09,1,Australia,34.0,0.0,26,13,England,05-07,7.84615384615
434,Andrew Flintoff,2007-09-13,2,Zimbabwe,18.0,0.0,18,8,England,05-07,6.0
435,Andrew Flintoff,2007-09-14,2,Australia,25.0,1.0,24,10,England,05-07,6.25
436,Andrew Flintoff,2007-09-16,1,South Africa,22.0,2.0,25,13,England,05-07,5.28
437,Andrew Flintoff,2007-09-18,1,New Zealand,11.0,1.0,18,8,England,05-07,3.66666666667
438,Andrew Flintoff,2007-09-19,1,India,32.0,0.0,25,9,England,05-07,7.68
439,Andrew Hall,2006-01-09,1,Australia,38.0,0.0,24,5,South Africa,05-07,9.5
440,Andrew Hall,2006-02-24,2,Australia,21.0,3.0,25,14,South Africa,05-07,5.04
441,Andrew Symonds,2005-02-17,2,New Zealand,33.0,2.0,18,4,Australia,05-07,11.0
442,Andrew Symonds,2005-06-13,1,England,14.0,2.0,18,7,Australia,05-07,4.66666666667
443,Andrew Symonds,2006-01-09,2,South Africa,25.0,3.0,25,11,Australia,05-07,6.0
444,Andrew Symonds,2007-01-09,2,England,21.0,2.0,27,10,Australia,05-07,4.66666666667
445,Andrew Symonds,2007-09-12,2,Zimbabwe,11.0,0.0,12,4,Australia,05-07,5.5
446,Andrew Symonds,2007-09-14,1,England,28.0,0.0,12,1,Australia,05-07,14.0
447,Andrew Symonds,2007-09-16,1,Bangladesh,10.0,0.0,12,3,Australia,05-07,5.0
448,Andrew Symonds,2007-09-18,2,Pakistan,26.0,0.0,14,2,Australia,05-07,11.1428571429
449,Andrew Symonds,2007-09-20,1,Sri Lanka,2.0,1.0,4,2,Australia,05-07,3.0
450,Andrew Symonds,2007-09-22,1,India,37.0,0.0,18,3,Australia,05-07,12.3333333333
451,Andrew Symonds,2007-10-20,2,India,26.0,0.0,18,2,Australia,05-07,8.66666666667
452,Andrew Symonds,2007-12-11,2,New Zealand,39.0,0.0,12,2,Australia,05-07,19.5
453,Andrew Tye,2016-01-29 00:00:00,1,India,28.0,1.0,24,7,Australia,14-16,7.0
454,Andrew Tye,2016-01-31 00:00:00,2,India,51.0,0.0,24,7,Australia,14-16,12.75
455,Andrew Tye,2016-03-04 00:00:00,2,South Africa,39.0,1.0,21,4,Australia,14-16,11.1428571429
456,Andrew White,2012-02-24,2,Kenya,17.0,2.0,25,10,Ireland,11-13,4.08
457,Andy McBrine,2014-03-17,1,Zimbabwe,26.0,2.0,24,8,Ireland,14-16,6.5
458,Andy McBrine,2014-03-21,2,Netherlands,24.0,0.0,6,2,Ireland,14-16,24.0
459,Andy McBrine,2015-06-18,2,Scotland,21.0,0.0,12,4,Ireland,14-16,10.5
460,Andy McBrine,2016-02-06 00:00:00,1,Papua New Guinea,17.0,2.0,18,8,Ireland,14-16,5.66666666667
461,Andy McBrine,2016-02-07 00:00:00,2,Papua New Guinea,7.0,2.0,6,4,Ireland,14-16,7.0
462,Andy McBrine,2016-02-09 00:00:00,1,Papua New Guinea,17.0,0.0,24,11,Ireland,14-16,4.25
463,Andy McKay,2010-05-22,2,Sri Lanka,19.0,2.0,23,14,New Zealand,08-10,4.95652173913
464,Andy McKay,2010-05-23,2,Sri Lanka,11.0,0.0,12,4,New Zealand,08-10,5.5
465,Angelo Mathews,2009-06-08,1,Australia,9.0,1.0,13,9,Sri Lanka,08-10,4.15384615385
466,Angelo Mathews,2009-06-10,2,West Indies,11.0,0.0,7,2,Sri Lanka,08-10,9.42857142857
467,Angelo Mathews,2009-06-12,2,Pakistan,23.0,1.0,24,14,Sri Lanka,08-10,5.75
468,Angelo Mathews,2009-06-14,2,Ireland,23.0,0.0,18,10,Sri Lanka,08-10,7.66666666667
469,Angelo Mathews,2009-06-19,2,West Indies,16.0,3.0,24,16,Sri Lanka,08-10,4.0
470,Angelo Mathews,2009-06-21,2,Pakistan,17.0,0.0,12,5,Sri Lanka,08-10,8.5
471,Angelo Mathews,2009-08-12,1,Pakistan,25.0,1.0,18,3,Sri Lanka,08-10,8.33333333333
472,Angelo Mathews,2009-09-02,1,New Zealand,19.0,1.0,12,3,Sri Lanka,08-10,9.5
473,Angelo Mathews,2009-12-09,2,India,29.0,3.0,25,5,Sri Lanka,08-10,6.96
474,Angelo Mathews,2009-12-12,2,India,49.0,0.0,19,2,Sri Lanka,08-10,15.4736842105
475,Angelo Mathews,2010-04-30,2,New Zealand,7.0,1.0,12,10,Sri Lanka,08-10,3.5
476,Angelo Mathews,2010-05-07,2,West Indies,13.0,1.0,12,7,Sri Lanka,08-10,6.5
477,Angelo Mathews,2010-05-09,1,Australia,24.0,1.0,24,10,Sri Lanka,08-10,6.0
478,Angelo Mathews,2010-05-11,1,India,28.0,0.0,19,6,Sri Lanka,08-10,8.84210526316
479,Angelo Mathews,2010-05-13,2,England,10.0,0.0,6,4,Sri Lanka,08-10,10.0
480,Angelo Mathews,2010-05-22,1,New Zealand,17.0,0.0,18,10,Sri Lanka,08-10,5.66666666667
481,Angelo Mathews,2010-05-23,1,New Zealand,21.0,2.0,25,13,Sri Lanka,08-10,5.04
482,Angelo Mathews,2012-06-01,2,Pakistan,8.0,2.0,24,20,Sri Lanka,11-13,2.0
483,Angelo Mathews,2012-06-03,1,Pakistan,9.0,0.0,12,9,Sri Lanka,11-13,4.5
484,Angelo Mathews,2012-08-07,1,India,23.0,0.0,18,6,Sri Lanka,11-13,7.66666666667
485,Angelo Mathews,2012-09-18,2,Zimbabwe,6.0,0.0,13,8,Sri Lanka,11-13,2.76923076923
486,Angelo Mathews,2012-09-22,1,South Africa,8.0,0.0,6,1,Sri Lanka,11-13,8.0
487,Angelo Mathews,2012-09-27,1,New Zealand,14.0,0.0,12,5,Sri Lanka,11-13,7.0
488,Angelo Mathews,2012-09-29,1,West Indies,31.0,1.0,24,6,Sri Lanka,11-13,7.75
489,Angelo Mathews,2012-10-01,2,England,21.0,0.0,18,9,Sri Lanka,11-13,7.0
490,Angelo Mathews,2012-10-04,2,Pakistan,27.0,2.0,24,8,Sri Lanka,11-13,6.75
491,Angelo Mathews,2012-10-07,1,West Indies,10.0,1.0,25,17,Sri Lanka,11-13,2.4
492,Angelo Mathews,2013-01-26,1,Australia,38.0,0.0,25,10,Sri Lanka,11-13,9.12
493,Angelo Mathews,2013-03-31,2,Bangladesh,37.0,2.0,24,8,Sri Lanka,11-13,9.25
494,Angelo Mathews,2013-08-02,1,South Africa,13.0,1.0,24,15,Sri Lanka,11-13,3.25
495,Angelo Mathews,2013-08-04,1,South Africa,32.0,1.0,24,8,Sri Lanka,11-13,8.0
496,Angelo Mathews,2013-08-06,1,South Africa,14.0,0.0,6,2,Sri Lanka,11-13,14.0
497,Angelo Mathews,2013-11-21,1,New Zealand,17.0,1.0,12,5,Sri Lanka,11-13,8.5
498,Angelo Mathews,2013-12-11,2,Pakistan,20.0,0.0,12,3,Sri Lanka,11-13,10.0
499,Angelo Mathews,2013-12-13,2,Pakistan,10.0,0.0,6,2,Sri Lanka,11-13,10.0
500,Angelo Mathews,2014-02-14,1,Bangladesh,9.0,0.0,12,7,Sri Lanka,14-16,4.5
501,Angelo Mathews,2014-03-22,2,South Africa,20.0,1.0,19,9,Sri Lanka,14-16,6.31578947368
502,Angelo Mathews,2014-03-24,1,Netherlands,16.0,3.0,24,15,Sri Lanka,14-16,4.0
503,Angelo Mathews,2014-03-27,2,England,31.0,0.0,14,5,Sri Lanka,14-16,13.2857142857
504,Angelo Mathews,2014-03-31,2,New Zealand,26.0,0.0,24,12,Sri Lanka,14-16,6.5
505,Angelo Mathews,2014-04-03,2,West Indies,4.0,0.0,6,3,Sri Lanka,14-16,4.0
506,Angelo Mathews,2014-04-06,1,India,25.0,1.0,24,8,Sri Lanka,14-16,6.25
507,Angelo Mathews,2014-05-20,2,England,7.0,1.0,12,6,Sri Lanka,14-16,3.5
508,Angelo Mathews,2015-07-30,1,Pakistan,31.0,1.0,26,10,Sri Lanka,14-16,7.15384615385
509,Angelo Mathews,2016-02-25 00:00:00,2,United Arab Emirates,23.0,0.0,23,13,Sri Lanka,14-16,6.0
510,Angelo Mathews,2016-02-28 00:00:00,1,Bangladesh,8.0,2.0,18,11,Sri Lanka,14-16,2.66666666667
511,Angelo Mathews,2016-03-01 00:00:00,2,India,16.0,0.0,18,11,Sri Lanka,14-16,5.33333333333
512,Angelo Perera,2013-03-31,2,Bangladesh,17.0,0.0,6,1,Sri Lanka,11-13,17.0
513,Anshy Rath,2015-07-21,1,Afghanistan,12.0,0.0,6,2,Hong Kong,14-16,12.0
514,Anshy Rath,2015-11-21,2,Oman,22.0,1.0,24,12,Hong Kong,14-16,5.5
515,Anshy Rath,2015-11-25,1,Oman,25.0,0.0,24,9,Hong Kong,14-16,6.25
516,Anshy Rath,2015-11-26,1,Oman,29.0,0.0,24,7,Hong Kong,14-16,7.25
517,Anshy Rath,2015-11-28,1,Afghanistan,23.0,0.0,24,8,Hong Kong,14-16,5.75
518,Anshy Rath,2016-01-30 00:00:00,1,Scotland,12.0,1.0,12,5,Hong Kong,14-16,6.0
519,Anshy Rath,2016-01-31 00:00:00,1,Scotland,37.0,1.0,27,10,Hong Kong,14-16,8.22222222222
520,Anshy Rath,2016-02-19 00:00:00,1,Oman,33.0,0.0,18,2,Hong Kong,14-16,11.0
521,Anshy Rath,2016-02-21 00:00:00,2,United Arab Emirates,28.0,0.0,12,1,Hong Kong,14-16,14.0
