,bowler_name,year,runs_conceded,balls_bowled,wickets_taken,num_dots,num_spells,team,average,wickets_per_spell,strike_rate,economy_rate,prop_dot
458,Junaid Khan,11-13,209.0,148,8.0,63,8,Pakistan,26.125,1.0,18.5,8.47297297297,42.5675675676
459,Junaid Khan,14-16,23.0,18,0.0,9,1,Pakistan,inf,0.0,inf,7.66666666667,50.0
460,Junaid Siddiqui,11-13,177.0,177,9.0,85,8,Canada,19.6666666667,1.125,19.6666666667,6.0,48.0225988701
461,Justin Kemp,05-07,4.0,7,0.0,3,1,South Africa,inf,0.0,inf,3.42857142857,42.8571428571
462,Justin Ontong,08-10,24.0,13,0.0,3,1,South Africa,inf,0.0,inf,11.0769230769,23.0769230769
463,Justin Ontong,11-13,41.0,18,1.0,3,2,South Africa,41.0,0.5,18.0,13.6666666667,16.6666666667
464,Justin Ontong,14-16,17.0,6,0.0,0,1,South Africa,inf,0.0,inf,17.0,0.0
465,Kagiso Rabada,14-16,320.0,283,17.0,134,12,South Africa,18.8235294118,1.41666666667,16.6470588235,6.78445229682,47.3498233216
466,Kamran Shazad,14-16,72.0,53,3.0,21,3,United Arab Emirates,24.0,1.0,17.6666666667,8.15094339623,39.6226415094
467,Kane Richardson,14-16,81.0,61,1.0,19,3,Australia,81.0,0.333333333333,61.0,7.96721311475,31.1475409836
468,Kane Williamson,11-13,68.0,41,2.0,12,4,New Zealand,34.0,0.5,20.5,9.9512195122,29.2682926829
469,Kane Williamson,14-16,48.0,31,1.0,6,4,New Zealand,48.0,0.25,31.0,9.29032258065,19.3548387097
470,Karan KC,14-16,134.0,94,6.0,37,5,Nepal,22.3333333333,1.2,15.6666666667,8.55319148936,39.3617021277
471,Karim Sadiq,08-10,121.0,127,6.0,47,7,Afghanistan,20.1666666667,0.857142857143,21.1666666667,5.71653543307,37.0078740157
472,Karim Sadiq,11-13,181.0,173,8.0,70,10,Afghanistan,22.625,0.8,21.625,6.2774566474,40.4624277457
473,Karim Sadiq,14-16,121.0,102,2.0,49,9,Afghanistan,60.5,0.222222222222,51.0,7.11764705882,48.0392156863
474,Karn Sharma,14-16,28.0,24,1.0,10,1,India,28.0,1.0,24.0,7.0,41.6666666667
475,Kasun Rajitha,14-16,70.0,52,3.0,22,2,Sri Lanka,23.3333333333,1.5,17.3333333333,8.07692307692,42.3076923077
476,Kaushal Lokuarachchi,11-13,42.0,39,2.0,17,2,Sri Lanka,21.0,1.0,19.5,6.46153846154,43.5897435897
477,Kaushalya Weeraratne,08-10,124.0,92,5.0,29,5,Sri Lanka,24.8,1.0,18.4,8.08695652174,31.5217391304
478,Keegan Meth,11-13,59.0,47,0.0,22,2,Zimbabwe,inf,0.0,inf,7.53191489362,46.8085106383
479,Keith Dabengwa,05-07,28.0,13,0.0,5,1,Zimbabwe,inf,0.0,inf,12.9230769231,38.4615384615
480,Keith Dabengwa,08-10,78.0,48,1.0,10,5,Zimbabwe,78.0,0.2,48.0,9.75,20.8333333333
481,Kemar Roach,08-10,215.0,235,11.0,136,10,West Indies,19.5454545455,1.1,21.3636363636,5.48936170213,57.8723404255
482,Kemar Roach,11-13,35.0,25,1.0,12,1,West Indies,35.0,1.0,25.0,8.4,48.0
