batsman_name,runs_batter,balls,wicket,average,strike_rate
Jack Vare,16.0,15,2.0,8.0,106.666666667
Jacob Oram,187.0,160,13.0,14.3846153846,116.875
Jacques Kallis,341.0,283,9.0,37.8888888889,120.494699647
Jadavji Jesani,1.0,5,1.0,1.0,20.0
Jahurul Islam,2.0,2,1.0,2.0,100.0
James Anderson,0.0,1,1.0,0.0,0.0
James Celestine,2.0,8,2.0,1.0,25.0
James Faulkner,69.0,58,1.0,69.0,118.965517241
James Foster,37.0,32,3.0,12.3333333333,115.625
James Franklin,287.0,255,13.0,22.0769230769,112.549019608
James Hopes,57.0,57,3.0,19.0,100.0
James Kirtley,2.0,4,0.0,inf,50.0
James Marshall,14.0,15,2.0,7.0,93.3333333333
James Muirhead,1.0,1,0.0,inf,100.0
James Neesham,51.0,39,3.0,17.0,130.769230769
James Ngoche,3.0,16,1.0,3.0,18.75
James Pattinson,5.0,3,0.0,inf,166.666666667
James Shannon,2.0,3,1.0,2.0,66.6666666667
James Tredwell,1.0,2,1.0,1.0,50.0
James Vince,125.0,112,3.0,41.6666666667,111.607142857
Jamie Atkinson,40.0,29,3.0,13.3333333333,137.931034483
Jamie Dalrymple,27.0,29,1.0,27.0,93.1034482759
Jamie How,15.0,16,1.0,15.0,93.75
Jan Stander,132.0,105,5.0,26.4,125.714285714
Jason Roy,104.0,99,7.0,14.8571428571,105.050505051
Jatinder Singh,93.0,105,6.0,15.5,88.5714285714
Javed Ahmadi,6.0,5,1.0,6.0,120.0
Jean-Paul Duminy,895.0,740,25.0,35.8,120.945945946
Jeetan Patel,0.0,1,1.0,0.0,0.0
Jeevan Mendis,168.0,133,4.0,42.0,126.315789474
Jeevantha Kulatunga,11.0,19,1.0,11.0,57.8947368421
Jeffrey Vandersay,8.0,10,0.0,inf,80.0
Jehan Mubarak,209.0,164,7.0,29.8571428571,127.43902439
Jekon Edness,9.0,22,2.0,4.5,40.9090909091
Jeremy Bray,0.0,7,1.0,0.0,0.0
Jeroen Smits,14.0,15,1.0,14.0,93.3333333333
Jerome Taylor,10.0,12,1.0,10.0,83.3333333333
Jesse Ryder,207.0,171,9.0,23.0,121.052631579
Jimmy Hansra,9.0,13,2.0,4.5,69.2307692308
Jimmy Kamande,63.0,67,6.0,10.5,94.0298507463
Joe Denly,5.0,11,2.0,2.5,45.4545454545
Joe Root,207.0,160,7.0,29.5714285714,129.375
Johan Botha,83.0,75,5.0,16.6,110.666666667
Johan van der Wath,44.0,34,3.0,14.6666666667,129.411764706
Johann Louw,1.0,2,0.0,inf,50.0
John Anderson,12.0,18,2.0,6.0,66.6666666667
John Blain,4.0,4,2.0,2.0,100.0
John Davison,6.0,17,3.0,2.0,35.2941176471
John Hastings,15.0,9,1.0,15.0,166.666666667
John Mooney,107.0,108,6.0,17.8333333333,99.0740740741
Johnson Charles,417.0,373,18.0,23.1666666667,111.796246649
Jonathan Trott,72.0,78,2.0,36.0,92.3076923077
Jonny Bairstow,133.0,103,6.0,22.1666666667,129.126213592
Jos Buttler,398.0,302,14.0,28.4285714286,131.78807947
Josh Davey,7.0,6,1.0,7.0,116.666666667
Junaid Siddique,89.0,68,5.0,17.8,130.882352941
Junaid Siddiqui,20.0,17,0.0,inf,117.647058824
Justin Kemp,51.0,63,3.0,17.0,80.9523809524
Justin Ontong,133.0,85,6.0,22.1666666667,156.470588235
Kamran Akmal,620.0,527,28.0,22.1428571429,117.647058824
Kamran Shazad,21.0,18,2.0,10.5,116.666666667
Kane Williamson,282.0,234,10.0,28.2,120.512820513
Karan KC,0.0,2,1.0,0.0,0.0
Karim Sadiq,238.0,225,17.0,14.0,105.777777778
Karun Jethi,37.0,41,3.0,12.3333333333,90.243902439
Kaushal Lokuarachchi,11.0,10,1.0,11.0,110.0
Kaushalya Weeraratne,37.0,35,0.0,inf,105.714285714
Kedar Jadhav,9.0,8,1.0,9.0,112.5
Keegan Meth,6.0,6,0.0,inf,100.0
Keith Dabengwa,37.0,24,1.0,37.0,154.166666667
Kennedy Otieno,21.0,24,2.0,10.5,87.5
Kevin O'Brien,298.0,222,16.0,18.625,134.234234234
Kevin Pietersen,605.0,418,15.0,40.3333333333,144.736842105
Khalid Latif,25.0,27,3.0,8.33333333333,92.5925925926
Khawar Ali,80.0,91,3.0,26.6666666667,87.9120879121
Khurram Chohan,18.0,14,2.0,9.0,128.571428571
Khurram Khan,73.0,77,3.0,24.3333333333,94.8051948052
Khurram Manzoor,11.0,26,1.0,11.0,42.3076923077
Kieron Pollard,433.0,296,17.0,25.4705882353,146.283783784
Kinchit Shah,4.0,5,1.0,4.0,80.0
Kithuruwan Vithanage,39.0,31,2.0,19.5,125.806451613
Kumar Sangakkara,708.0,588,26.0,27.2307692308,120.408163265
Kusal Perera,417.0,312,10.0,41.7,133.653846154
Kyle Abbott,4.0,4,1.0,4.0,100.0
Kyle Coetzer,244.0,229,13.0,18.7692307692,106.550218341
Kyle Hodsoll,0.0,1,1.0,0.0,0.0
Kyle Jarvis,9.0,12,0.0,inf,75.0
Kyle McCallan,9.0,7,0.0,inf,128.571428571
Kyle Mills,76.0,60,4.0,19.0,126.666666667
Lahiru Thirimanne,175.0,142,4.0,43.75,123.23943662
Lameck Onyango,13.0,17,2.0,6.5,76.4705882353
Lasith Malinga,58.0,50,3.0,19.3333333333,116.0
Lega Siaka,6.0,20,3.0,2.0,30.0
Lendl Simmons,341.0,319,15.0,22.7333333333,106.896551724
Liam Plunkett,1.0,2,1.0,1.0,50.0
Logan van Beek,1.0,4,1.0,1.0,25.0
Lonwabo Tsotsobe,1.0,2,0.0,inf,50.0
Loots Bosman,158.0,108,8.0,19.75,146.296296296
Lou Vincent,105.0,123,6.0,17.5,85.3658536585
Luke Jongwe,0.0,6,2.0,0.0,0.0
Luke Pomersbach,15.0,7,1.0,15.0,214.285714286
Luke Ronchi,234.0,169,6.0,39.0,138.461538462
Luke Wright,434.0,303,17.0,25.5294117647,143.234323432
MS Dhoni,534.0,471,17.0,31.4117647059,113.375796178
Mahela Jayawardene,975.0,721,20.0,48.75,135.228848821
Mahela Udawatte,16.0,22,1.0,16.0,72.7272727273
Mahmudullah,226.0,210,14.0,16.1428571429,107.619047619
Mahuru Dai,32.0,44,2.0,16.0,72.7272727273
Majid Haq,24.0,32,1.0,24.0,75.0
Makhaya Ntini,5.0,6,1.0,5.0,83.3333333333
Malcolm Waller,286.0,174,7.0,40.8571428571,164.367816092
Malinga Bandara,1.0,2,1.0,1.0,50.0
Manish Pandey,19.0,19,1.0,19.0,100.0
Manjula Guruge,3.0,8,1.0,3.0,37.5
Manoj Tiwary,15.0,17,1.0,15.0,88.2352941176
Marcus North,20.0,21,1.0,20.0,95.2380952381
Marcus Trescothick,94.0,75,2.0,47.0,125.333333333
Mark Boucher,101.0,110,7.0,14.4285714286,91.8181818182
Mark Chapman,139.0,132,5.0,27.8,105.303030303
Mark Gillespie,17.0,25,2.0,8.5,68.0
Mark Watt,11.0,6,0.0,inf,183.333333333
Marlon Samuels,733.0,563,22.0,33.3181818182,130.195381883
Martin Guptill,784.0,611,20.0,39.2,128.314238953
Marvan Atapattu,5.0,8,1.0,5.0,62.5
Mashrafe Mortaza,86.0,61,6.0,14.3333333333,140.983606557
Matt Machan,224.0,190,3.0,74.6666666667,117.894736842
Matt Prior,38.0,33,3.0,12.6666666667,115.151515152
Matthew Cross,49.0,55,5.0,9.8,89.0909090909
Matthew Hayden,42.0,35,4.0,10.5,120.0
Matthew Wade,160.0,126,4.0,40.0,126.984126984
