batsman_name,runs_batter,balls,wicket,strike_rate,average
Wellington Masakadza,6.0,6,0.0,100.0,inf
Wesley Barresi,42.0,36,3.0,116.666666667,14.0
William Porterfield,11.0,11,1.0,100.0,11.0
Xavier Doherty,7.0,9,1.0,77.7777777778,7.0
Yamin Ahmadzai,1.0,1,0.0,100.0,inf
Yasir Arafat,38.0,28,3.0,135.714285714,12.6666666667
Yasir Shah,11.0,7,0.0,157.142857143,inf
Younis Khan,39.0,24,3.0,162.5,13.0
Yusuf Pathan,60.0,46,4.0,130.434782609,15.0
Yuvraj Singh,210.0,99,10.0,212.121212121,21.0
Zeeshan Siddiqui,5.0,9,2.0,55.5555555556,2.5
Ziaur Rahman,58.0,30,3.0,193.333333333,19.3333333333
Zulfiqar Babar,11.0,6,0.0,183.333333333,inf
Zulqarnain Haider,22.0,27,2.0,81.4814814815,11.0
