,inning,batting_team,bowling_team,batsman,bowler,batsman_name,bowler_name,ovr,runs_batter,runs_w_extras,extras,x,y,z,cumul_runs,wicket,wicket_method,who_out
0,1,Afghanistan,Oman,419873,937953,Mohammad Shahzad,Bilal Khan,0.1,0.0,1.0,1.0,0.0,0.0,0.0,1.0,False,,
1,1,Afghanistan,Oman,419873,937953,Mohammad Shahzad,Bilal Khan,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,,
2,1,Afghanistan,Oman,419873,937953,Mohammad Shahzad,Bilal Khan,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,,
3,1,Afghanistan,Oman,419873,937953,Mohammad Shahzad,Bilal Khan,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,,
4,1,Afghanistan,Oman,419873,937953,Mohammad Shahzad,Bilal Khan,0.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,,
5,1,Afghanistan,Oman,419873,937953,Mohammad Shahzad,Bilal Khan,0.5,1.0,1.0,0.0,0.0,0.0,0.0,2.0,False,,
6,1,Afghanistan,Oman,711559,937953,Usman Ghani,Bilal Khan,0.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,False,,
7,1,Afghanistan,Oman,419873,543449,Mohammad Shahzad,Ajay Lalcheta,1.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,False,,
8,1,Afghanistan,Oman,419873,543449,Mohammad Shahzad,Ajay Lalcheta,1.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,False,,
9,1,Afghanistan,Oman,419873,543449,Mohammad Shahzad,Ajay Lalcheta,1.3,4.0,4.0,0.0,0.0,0.0,0.0,6.0,False,,
10,1,Afghanistan,Oman,419873,543449,Mohammad Shahzad,Ajay Lalcheta,1.4,1.0,1.0,0.0,0.0,0.0,0.0,7.0,False,,
11,1,Afghanistan,Oman,711559,543449,Usman Ghani,Ajay Lalcheta,1.5,0.0,0.0,0.0,0.0,0.0,0.0,7.0,False,,
12,1,Afghanistan,Oman,711559,543449,Usman Ghani,Ajay Lalcheta,1.6,1.0,1.0,0.0,0.0,0.0,0.0,8.0,False,,
13,1,Afghanistan,Oman,711559,937953,Usman Ghani,Bilal Khan,2.1,0.0,0.0,0.0,0.0,0.0,0.0,8.0,False,,
14,1,Afghanistan,Oman,711559,937953,Usman Ghani,Bilal Khan,2.2,4.0,4.0,0.0,0.0,0.0,0.0,12.0,False,,
15,1,Afghanistan,Oman,711559,937953,Usman Ghani,Bilal Khan,2.3,0.0,0.0,0.0,0.0,0.0,0.0,12.0,False,,
16,1,Afghanistan,Oman,711559,937953,Usman Ghani,Bilal Khan,2.4,0.0,0.0,0.0,0.0,0.0,0.0,12.0,True,caught,711559
