,inning,batting_team,bowling_team,batsman,bowler,batsman_name,batting_order,bowler_name,bat_right_handed,ovr,runs_batter,runs_w_extras,extras,x,y,z,landing_x,landing_y,ended_x,ended_y,ball_speed,cumul_runs,cumul_wickets,cumul_balls,wicket,wicket_method,who_out
0,1,South Africa,New Zealand,46148,319439,Richard Levi,1,Mitchell McClenaghan,y,0.1,0.0,0.0,0.0,0.0,0.0,0.0,-0.09,7.29,-0.57,0.74,-2.237,0.0,0,1,False,,
1,1,South Africa,New Zealand,46148,319439,Richard Levi,1,Mitchell McClenaghan,y,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.12,8.64,0.12,0.92,-2.237,0.0,0,2,False,,
2,1,South Africa,New Zealand,46148,319439,Richard Levi,1,Mitchell McClenaghan,y,0.3,0.0,0.0,0.0,0.0,0.0,0.0,-0.03,6.90,-0.41,1.03,83.661,0.0,0,3,False,,
3,1,South Africa,New Zealand,46148,319439,Richard Levi,1,Mitchell McClenaghan,y,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.10,10.65,-0.18,1.42,-2.237,0.0,0,4,False,,
4,1,South Africa,New Zealand,46148,319439,Richard Levi,1,Mitchell McClenaghan,y,0.5,0.0,0.0,0.0,0.0,0.0,0.0,-0.12,7.56,-0.58,0.90,84.200,0.0,0,5,False,,
5,1,South Africa,New Zealand,46148,319439,Richard Levi,1,Mitchell McClenaghan,y,0.6,1.0,1.0,0.0,0.0,0.0,0.0,-0.03,6.37,-0.25,0.73,85.227,1.0,0,6,False,,
6,1,South Africa,New Zealand,46148,232356,Richard Levi,1,Ronnie Hira,y,1.1,0.0,0.0,0.0,0.0,0.0,0.0,-0.56,7.59,-0.43,0.59,57.500,1.0,0,7,False,,
7,1,South Africa,New Zealand,46148,232356,Richard Levi,1,Ronnie Hira,y,1.2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1.0,0,8,False,,
8,1,South Africa,New Zealand,46148,232356,Richard Levi,1,Ronnie Hira,y,1.3,1.0,1.0,0.0,0.0,0.0,0.0,-0.48,6.70,-0.39,0.70,61.200,2.0,0,9,False,,
9,1,South Africa,New Zealand,44752,232356,Henry Davids,2,Ronnie Hira,y,1.4,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,3.0,0,10,False,,
10,1,South Africa,New Zealand,46148,232356,Richard Levi,1,Ronnie Hira,y,1.5,1.0,1.0,0.0,0.0,0.0,0.0,-0.02,5.07,0.10,0.64,59.200,4.0,0,11,False,,
11,1,South Africa,New Zealand,44752,232356,Henry Davids,2,Ronnie Hira,y,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.10,4.15,0.35,0.51,-2.237,4.0,0,12,False,,
12,1,South Africa,New Zealand,46148,319439,Richard Levi,1,Mitchell McClenaghan,y,2.1,1.0,1.0,0.0,0.0,0.0,0.0,0.10,6.88,0.04,0.76,69.569,5.0,0,13,False,,
13,1,South Africa,New Zealand,44752,319439,Henry Davids,2,Mitchell McClenaghan,y,2.2,1.0,1.0,0.0,0.0,0.0,0.0,-0.01,2.88,-0.02,0.30,82.096,6.0,0,14,False,,
14,1,South Africa,New Zealand,46148,319439,Richard Levi,1,Mitchell McClenaghan,y,2.3,1.0,1.0,0.0,0.0,0.0,0.0,-0.37,1.54,-0.45,0.21,83.214,7.0,0,15,False,,
15,1,South Africa,New Zealand,44752,319439,Henry Davids,2,Mitchell McClenaghan,y,2.4,4.0,4.0,0.0,0.0,0.0,0.0,-0.26,4.62,-0.53,0.52,81.872,11.0,0,16,False,,
16,1,South Africa,New Zealand,44752,319439,Henry Davids,2,Mitchell McClenaghan,y,2.5,2.0,2.0,0.0,0.0,0.0,0.0,0.26,5.60,0.24,0.51,80.530,13.0,0,17,False,,
