,inning,batting_team,bowling_team,batsman,bowler,batsman_name,bowler_name,ovr,runs_batter,runs_w_extras,extras,x,y,z,cumul_runs,cumul_wickets,cumul_balls,wicket,wicket_method,who_out
0,1,New Zealand,Sri Lanka,37737,49764,Brendon McCullum,Angelo Mathews,0.1,0.0,0.0,0.0,102.0,174.0,6.0,0.0,0,1,False,,
1,1,New Zealand,Sri Lanka,37737,49764,Brendon McCullum,Angelo Mathews,0.2,1.0,1.0,0.0,62.0,85.0,7.0,1.0,0,2,False,,
2,1,New Zealand,Sri Lanka,38264,49764,Aaron Redmond,Angelo Mathews,0.3,1.0,1.0,0.0,61.0,108.0,7.0,2.0,0,3,False,,
3,1,New Zealand,Sri Lanka,37737,49764,Brendon McCullum,Angelo Mathews,0.4,0.0,0.0,0.0,141.0,191.0,6.0,2.0,0,4,False,,
4,1,New Zealand,Sri Lanka,37737,49764,Brendon McCullum,Angelo Mathews,0.5,0.0,0.0,0.0,246.0,199.0,3.0,2.0,0,5,False,,
5,1,New Zealand,Sri Lanka,37737,49764,Brendon McCullum,Angelo Mathews,0.6,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0,6,False,,
6,1,New Zealand,Sri Lanka,37737,49764,Brendon McCullum,Angelo Mathews,0.6,0.0,0.0,0.0,252.0,216.0,3.0,3.0,0,6,False,,
7,1,New Zealand,Sri Lanka,38264,49535,Aaron Redmond,Nuwan Kulasekara,1.1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1,7,True,leg before wicket,38264
8,1,New Zealand,Sri Lanka,38699,49535,Ross Taylor,Nuwan Kulasekara,1.2,0.0,0.0,0.0,147.0,198.0,5.0,3.0,1,8,False,,
9,1,New Zealand,Sri Lanka,38699,49535,Ross Taylor,Nuwan Kulasekara,1.3,1.0,1.0,0.0,114.0,160.0,7.0,4.0,1,9,False,,
10,1,New Zealand,Sri Lanka,37737,49535,Brendon McCullum,Nuwan Kulasekara,1.4,0.0,0.0,0.0,151.0,193.0,6.0,4.0,1,10,False,,
11,1,New Zealand,Sri Lanka,37737,49535,Brendon McCullum,Nuwan Kulasekara,1.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2,11,True,bowled,37737
12,1,New Zealand,Sri Lanka,38058,49535,Rob Nicol,Nuwan Kulasekara,1.6,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3,12,True,leg before wicket,38058
13,1,New Zealand,Sri Lanka,38699,49764,Ross Taylor,Angelo Mathews,2.1,4.0,4.0,0.0,111.0,158.0,7.0,8.0,3,13,False,,
14,1,New Zealand,Sri Lanka,38699,49764,Ross Taylor,Angelo Mathews,2.2,0.0,0.0,0.0,124.0,156.0,7.0,8.0,3,14,False,,
