,inning,batting_team,bowling_team,batsman,bowler,batsman_name,batting_order,bowler_name,bat_right_handed,ovr,runs_batter,runs_w_extras,extras,x,y,z,landing_x,landing_y,ended_x,ended_y,ball_speed,cumul_runs,cumul_wickets,cumul_balls,wicket,wicket_method,who_out
0,1,Pakistan,Australia,41434,5017,Mohammad Hafeez,1,Xavier Doherty,y,0.1,1.0,1.0,0.0,118.0,195.0,6.0,-0.47,3.21,-0.47,0.49,56.794,1.0,0,1,False,,
1,1,Pakistan,Australia,40563,5017,Imran Nazir,2,Xavier Doherty,y,0.2,1.0,1.0,0.0,194.0,239.0,4.0,-0.02,2.37,0.04,0.47,54.997,2.0,0,2,False,,
2,1,Pakistan,Australia,41434,5017,Mohammad Hafeez,1,Xavier Doherty,y,0.3,2.0,2.0,0.0,42.0,230.0,6.0,-0.36,3.59,-0.38,0.58,53.101,4.0,0,3,False,,
3,1,Pakistan,Australia,41434,5017,Mohammad Hafeez,1,Xavier Doherty,y,0.4,0.0,0.0,0.0,175.0,194.0,5.0,-0.10,3.22,-0.05,0.49,55.026,4.0,0,4,False,,
4,1,Pakistan,Australia,41434,5017,Mohammad Hafeez,1,Xavier Doherty,y,0.5,1.0,1.0,0.0,271.0,261.0,4.0,-0.15,4.35,-0.11,0.66,54.503,5.0,0,5,False,,
5,1,Pakistan,Australia,40563,5017,Imran Nazir,2,Xavier Doherty,y,0.6,0.0,0.0,0.0,215.0,148.0,2.0,0.12,4.16,0.35,0.56,59.250,5.0,0,6,False,,
6,1,Pakistan,Australia,41434,311592,Mohammad Hafeez,1,Mitchell Starc,y,1.1,0.0,0.0,0.0,0.0,0.0,0.0,-0.04,3.75,0.04,0.46,85.740,5.0,1,7,True,leg before wicket,Mohammad Hafeez
7,1,Pakistan,Australia,42321,311592,Nasir Jamshed,3,Mitchell Starc,n,1.2,0.0,0.0,0.0,185.0,200.0,4.0,0.17,4.27,0.21,0.43,84.542,5.0,1,8,False,,
8,1,Pakistan,Australia,42321,311592,Nasir Jamshed,3,Mitchell Starc,n,1.3,0.0,0.0,0.0,192.0,142.0,1.0,0.65,1.64,0.69,0.19,87.037,5.0,1,9,False,,
9,1,Pakistan,Australia,42321,311592,Nasir Jamshed,3,Mitchell Starc,n,1.4,2.0,2.0,0.0,57.0,213.0,6.0,0.27,8.10,0.16,0.83,87.536,7.0,1,10,False,,
