,inning,batting_team,bowling_team,batsman,bowler,batsman_name,batting_order,bowler_name,bat_right_handed,ovr,runs_batter,runs_w_extras,extras,x,y,z,landing_x,landing_y,ended_x,ended_y,ball_speed,cumul_runs,cumul_wickets,cumul_balls,wicket,wicket_method,who_out
0,1,West Indies,Sri Lanka,333066,49764,Johnson Charles,1,Angelo Mathews,y,0.1,0.0,0.0,0.0,111.0,153.0,7.0,-0.38,7.33,-0.40,0.61,79.046,0.0,0,1,False,,
1,1,West Indies,Sri Lanka,333066,49764,Johnson Charles,1,Angelo Mathews,y,0.2,0.0,0.0,0.0,189.0,232.0,4.0,-0.25,6.51,-0.10,0.54,78.409,0.0,0,2,False,,
2,1,West Indies,Sri Lanka,333066,49764,Johnson Charles,1,Angelo Mathews,y,0.3,0.0,0.0,0.0,164.0,233.0,5.0,-0.29,6.93,-0.18,0.53,78.579,0.0,0,3,False,,
3,1,West Indies,Sri Lanka,333066,49764,Johnson Charles,1,Angelo Mathews,y,0.4,1.0,1.0,0.0,323.0,217.0,3.0,-0.33,7.05,-0.10,0.74,83.233,1.0,0,4,False,,
4,1,West Indies,Sri Lanka,51880,49764,Chris Gayle,2,Angelo Mathews,n,0.5,1.0,1.0,0.0,221.0,252.0,4.0,-0.00,8.48,0.47,0.82,80.587,2.0,0,5,False,,
5,1,West Indies,Sri Lanka,333066,49764,Johnson Charles,1,Angelo Mathews,y,0.6,1.0,1.0,0.0,287.0,214.0,3.0,-0.19,8.16,0.23,1.07,81.633,3.0,0,6,False,,
6,1,West Indies,Sri Lanka,333066,49535,Johnson Charles,1,Nuwan Kulasekara,y,1.1,0.0,0.0,0.0,131.0,192.0,6.0,-0.53,8.22,-0.34,1.01,79.779,3.0,0,7,False,,
7,1,West Indies,Sri Lanka,333066,49535,Johnson Charles,1,Nuwan Kulasekara,y,1.2,0.0,0.0,0.0,207.0,238.0,4.0,-0.41,8.65,-0.17,0.80,80.056,3.0,0,8,False,,
8,1,West Indies,Sri Lanka,333066,49535,Johnson Charles,1,Nuwan Kulasekara,y,1.3,1.0,1.0,0.0,259.0,146.0,2.0,-0.39,8.92,-0.24,0.98,83.413,4.0,0,9,False,,
9,1,West Indies,Sri Lanka,51880,49535,Chris Gayle,2,Nuwan Kulasekara,n,1.4,0.0,0.0,0.0,223.0,193.0,3.0,-0.16,9.21,0.13,0.80,80.127,4.0,0,10,False,,
