,inning,batting_team,bowling_team,batsman,bowler,batsman_name,bowler_name,ovr,runs_batter,runs_w_extras,extras,x,y,z,cumul_runs,cumul_wickets,cumul_balls,wicket,wicket_method,who_out
0,1,Pakistan,England,41028,20187,Kamran Akmal,Ryan Sidebottom,0.1,3.0,3.0,0.0,50.0,264.0,6.0,3.0,0,1,False,,
1,1,Pakistan,England,370846,20187,Shahzaib Hasan,Ryan Sidebottom,0.2,4.0,4.0,0.0,10.0,191.0,6.0,7.0,0,2,False,,
2,1,Pakistan,England,370846,20187,Shahzaib Hasan,Ryan Sidebottom,0.3,1.0,1.0,0.0,234.0,114.0,2.0,8.0,0,3,False,,
3,1,Pakistan,England,41028,20187,Kamran Akmal,Ryan Sidebottom,0.4,3.0,3.0,0.0,341.0,144.0,2.0,11.0,0,4,False,,
4,1,Pakistan,England,370846,20187,Shahzaib Hasan,Ryan Sidebottom,0.5,1.0,1.0,0.0,82.0,81.0,7.0,12.0,0,5,False,,
5,1,Pakistan,England,41028,20187,Kamran Akmal,Ryan Sidebottom,0.6,0.0,0.0,0.0,125.0,154.0,7.0,12.0,0,6,False,,
6,1,Pakistan,England,370846,9310,Shahzaib Hasan,Tim Bresnan,1.1,1.0,1.0,0.0,240.0,242.0,4.0,13.0,0,7,False,,
7,1,Pakistan,England,41028,9310,Kamran Akmal,Tim Bresnan,1.2,0.0,0.0,0.0,201.0,278.0,4.0,13.0,1,8,True,caught,41028
8,1,Pakistan,England,43650,9310,Mohammad Yousuf,Tim Bresnan,1.3,1.0,1.0,0.0,116.0,111.0,7.0,14.0,1,9,False,,
9,1,Pakistan,England,370846,9310,Shahzaib Hasan,Tim Bresnan,1.4,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1,10,False,,
10,1,Pakistan,England,370846,9310,Shahzaib Hasan,Tim Bresnan,1.5,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1,11,False,,
11,1,Pakistan,England,370846,9310,Shahzaib Hasan,Tim Bresnan,1.6,1.0,1.0,0.0,131.0,27.0,8.0,15.0,1,12,False,,
12,1,Pakistan,England,370846,10617,Shahzaib Hasan,Stuart Broad,2.1,1.0,1.0,0.0,277.0,216.0,3.0,16.0,1,13,False,,
13,1,Pakistan,England,43650,10617,Mohammad Yousuf,Stuart Broad,2.2,0.0,0.0,0.0,118.0,192.0,6.0,16.0,1,14,False,,
14,1,Pakistan,England,43650,10617,Mohammad Yousuf,Stuart Broad,2.3,2.0,2.0,0.0,317.0,244.0,3.0,18.0,1,15,False,,
15,1,Pakistan,England,43650,10617,Mohammad Yousuf,Stuart Broad,2.4,0.0,0.0,0.0,131.0,118.0,7.0,18.0,1,16,False,,
16,1,Pakistan,England,43650,10617,Mohammad Yousuf,Stuart Broad,2.5,2.0,2.0,0.0,65.0,141.0,7.0,20.0,1,17,False,,
17,1,Pakistan,England,43650,10617,Mohammad Yousuf,Stuart Broad,2.6,1.0,1.0,0.0,288.0,239.0,3.0,21.0,1,18,False,,
18,1,Pakistan,England,43650,9310,Mohammad Yousuf,Tim Bresnan,3.1,0.0,0.0,0.0,114.0,150.0,7.0,21.0,1,19,False,,
19,1,Pakistan,England,43650,9310,Mohammad Yousuf,Tim Bresnan,3.2,3.0,3.0,0.0,315.0,269.0,3.0,24.0,1,20,False,,
20,1,Pakistan,England,370846,9310,Shahzaib Hasan,Tim Bresnan,3.3,1.0,1.0,0.0,135.0,34.0,8.0,25.0,1,21,False,,
21,1,Pakistan,England,43650,9310,Mohammad Yousuf,Tim Bresnan,3.4,4.0,4.0,0.0,248.0,17.0,1.0,29.0,1,22,False,,
22,1,Pakistan,England,43650,9310,Mohammad Yousuf,Tim Bresnan,3.5,1.0,1.0,0.0,108.0,57.0,8.0,30.0,1,23,False,,
23,1,Pakistan,England,370846,9310,Shahzaib Hasan,Tim Bresnan,3.6,0.0,0.0,0.0,0.0,0.0,0.0,30.0,1,24,False,,
24,1,Pakistan,England,43650,10617,Mohammad Yousuf,Stuart Broad,4.1,0.0,0.0,0.0,115.0,148.0,7.0,30.0,1,25,False,,
25,1,Pakistan,England,43650,10617,Mohammad Yousuf,Stuart Broad,4.2,4.0,4.0,0.0,316.0,73.0,2.0,34.0,1,26,False,,
26,1,Pakistan,England,43650,10617,Mohammad Yousuf,Stuart Broad,4.3,4.0,4.0,0.0,206.0,6.0,1.0,38.0,1,27,False,,
27,1,Pakistan,England,43650,10617,Mohammad Yousuf,Stuart Broad,4.4,2.0,2.0,0.0,124.0,318.0,5.0,40.0,1,28,False,,
28,1,Pakistan,England,43650,10617,Mohammad Yousuf,Stuart Broad,4.5,1.0,1.0,0.0,233.0,145.0,2.0,41.0,1,29,False,,
29,1,Pakistan,England,370846,10617,Shahzaib Hasan,Stuart Broad,4.6,2.0,2.0,0.0,132.0,21.0,8.0,43.0,1,30,False,,
30,1,Pakistan,England,43650,9310,Mohammad Yousuf,Tim Bresnan,5.1,1.0,1.0,0.0,158.0,166.0,6.0,44.0,1,31,False,,
31,1,Pakistan,England,370846,9310,Shahzaib Hasan,Tim Bresnan,5.2,0.0,0.0,0.0,0.0,0.0,0.0,44.0,1,32,False,,
32,1,Pakistan,England,370846,9310,Shahzaib Hasan,Tim Bresnan,5.3,0.0,0.0,0.0,0.0,0.0,0.0,44.0,1,33,False,,
33,1,Pakistan,England,370846,9310,Shahzaib Hasan,Tim Bresnan,5.4,0.0,0.0,0.0,0.0,0.0,0.0,44.0,1,34,False,,
34,1,Pakistan,England,370846,9310,Shahzaib Hasan,Tim Bresnan,5.5,4.0,4.0,0.0,348.0,122.0,2.0,48.0,1,35,False,,
35,1,Pakistan,England,370846,9310,Shahzaib Hasan,Tim Bresnan,5.6,1.0,1.0,0.0,233.0,127.0,2.0,49.0,1,36,False,,
36,1,Pakistan,England,370846,20431,Shahzaib Hasan,Graeme Swann,6.1,0.0,0.0,0.0,208.0,175.0,3.0,49.0,1,37,False,,
37,1,Pakistan,England,370846,20431,Shahzaib Hasan,Graeme Swann,6.2,0.0,0.0,0.0,227.0,185.0,3.0,49.0,1,38,False,,
38,1,Pakistan,England,370846,20431,Shahzaib Hasan,Graeme Swann,6.3,1.0,1.0,0.0,45.0,191.0,6.0,50.0,1,39,False,,
39,1,Pakistan,England,43650,20431,Mohammad Yousuf,Graeme Swann,6.4,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1,40,False,,
40,1,Pakistan,England,43650,20431,Mohammad Yousuf,Graeme Swann,6.5,0.0,0.0,0.0,324.0,217.0,3.0,50.0,2,41,True,caught,43650
41,1,Pakistan,England,370846,20431,Shahzaib Hasan,Graeme Swann,6.6,0.0,0.0,0.0,0.0,0.0,0.0,50.0,2,42,False,,
42,1,Pakistan,England,40250,23523,Fawad Alam,Michael Yardy,7.1,0.0,0.0,0.0,216.0,192.0,3.0,50.0,2,43,False,,
