,inning,batting_team,bowling_team,batsman,bowler,batsman_name,bowler_name,ovr,runs_batter,runs_w_extras,extras,x,y,z,cumul_runs,cumul_wickets,cumul_balls,wicket,wicket_method,who_out
0,1,England,West Indies,10582,53115,Ravi Bopara,Darren Sammy,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,False,,
1,1,England,West Indies,10582,53115,Ravi Bopara,Darren Sammy,0.2,1.0,1.0,0.0,205.0,237.0,4.0,1.0,0,2,False,,
2,1,England,West Indies,23460,53115,Luke Wright,Darren Sammy,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,3,False,,
3,1,England,West Indies,23460,53115,Luke Wright,Darren Sammy,0.4,0.0,0.0,0.0,148.0,146.0,7.0,1.0,0,4,False,,
4,1,England,West Indies,23460,53115,Luke Wright,Darren Sammy,0.5,4.0,4.0,0.0,4.0,129.0,7.0,5.0,0,5,False,,
5,1,England,West Indies,23460,53115,Luke Wright,Darren Sammy,0.6,2.0,2.0,0.0,278.0,213.0,3.0,7.0,0,6,False,,
6,1,England,West Indies,10582,230559,Ravi Bopara,Kieron Pollard,1.1,1.0,1.0,0.0,200.0,205.0,4.0,8.0,0,7,False,,
7,1,England,West Indies,23460,230559,Luke Wright,Kieron Pollard,1.2,0.0,0.0,0.0,192.0,191.0,4.0,8.0,0,8,False,,
8,1,England,West Indies,23460,230559,Luke Wright,Kieron Pollard,1.3,0.0,0.0,0.0,210.0,175.0,3.0,8.0,1,9,True,caught,23460
9,1,England,West Indies,10582,230559,Ravi Bopara,Kieron Pollard,1.4,1.0,1.0,0.0,125.0,150.0,7.0,9.0,1,10,False,,
10,1,England,West Indies,19296,230559,Kevin Pietersen,Kieron Pollard,1.5,4.0,4.0,0.0,339.0,266.0,3.0,13.0,1,11,False,,
11,1,England,West Indies,19296,230559,Kevin Pietersen,Kieron Pollard,1.6,4.0,4.0,0.0,306.0,49.0,2.0,17.0,1,12,False,,
12,1,England,West Indies,10582,53115,Ravi Bopara,Darren Sammy,2.1,0.0,0.0,0.0,110.0,169.0,6.0,17.0,1,13,False,,
13,1,England,West Indies,10582,53115,Ravi Bopara,Darren Sammy,2.2,0.0,0.0,0.0,0.0,0.0,0.0,17.0,1,14,False,,
14,1,England,West Indies,10582,53115,Ravi Bopara,Darren Sammy,2.3,4.0,4.0,0.0,224.0,349.0,4.0,21.0,1,15,False,,
15,1,England,West Indies,10582,53115,Ravi Bopara,Darren Sammy,2.4,0.0,0.0,0.0,186.0,191.0,4.0,21.0,1,16,False,,
16,1,England,West Indies,10582,53115,Ravi Bopara,Darren Sammy,2.5,1.0,1.0,0.0,221.0,230.0,4.0,22.0,1,17,False,,
17,1,England,West Indies,19296,53115,Kevin Pietersen,Darren Sammy,2.6,1.0,1.0,0.0,136.0,153.0,7.0,23.0,1,18,False,,
18,1,England,West Indies,19296,51248,Kevin Pietersen,Sulieman Benn,3.1,0.0,0.0,0.0,129.0,189.0,6.0,23.0,1,19,False,,
19,1,England,West Indies,19296,51248,Kevin Pietersen,Sulieman Benn,3.2,0.0,0.0,0.0,231.0,208.0,3.0,23.0,1,20,False,,
20,1,England,West Indies,19296,51248,Kevin Pietersen,Sulieman Benn,3.3,1.0,1.0,0.0,225.0,137.0,2.0,24.0,1,21,False,,
21,1,England,West Indies,10582,51248,Ravi Bopara,Sulieman Benn,3.4,1.0,1.0,0.0,252.0,190.0,3.0,25.0,1,22,False,,
22,1,England,West Indies,19296,51248,Kevin Pietersen,Sulieman Benn,3.5,2.0,2.0,0.0,297.0,233.0,3.0,27.0,1,23,False,,
23,1,England,West Indies,19296,51248,Kevin Pietersen,Sulieman Benn,3.6,1.0,1.0,0.0,130.0,146.0,7.0,28.0,1,24,False,,
24,1,England,West Indies,19296,53191,Kevin Pietersen,Jerome Taylor,4.1,4.0,4.0,0.0,206.0,354.0,4.0,32.0,1,25,False,,
25,1,England,West Indies,19296,53191,Kevin Pietersen,Jerome Taylor,4.2,1.0,1.0,0.0,234.0,310.0,4.0,33.0,1,26,False,,
26,1,England,West Indies,10582,53191,Ravi Bopara,Jerome Taylor,4.3,1.0,1.0,0.0,228.0,87.0,1.0,34.0,1,27,False,,
27,1,England,West Indies,19296,53191,Kevin Pietersen,Jerome Taylor,4.4,4.0,4.0,0.0,154.0,351.0,5.0,38.0,1,28,False,,
28,1,England,West Indies,19296,53191,Kevin Pietersen,Jerome Taylor,4.5,0.0,1.0,1.0,0.0,0.0,0.0,39.0,1,29,False,,
29,1,England,West Indies,10582,53191,Ravi Bopara,Jerome Taylor,4.6,4.0,4.0,0.0,189.0,360.0,4.0,43.0,1,30,False,,
30,1,England,West Indies,19296,51248,Kevin Pietersen,Sulieman Benn,5.1,1.0,1.0,0.0,137.0,238.0,5.0,44.0,1,31,False,,
31,1,England,West Indies,10582,51248,Ravi Bopara,Sulieman Benn,5.2,1.0,1.0,0.0,224.0,113.0,1.0,45.0,1,32,False,,
32,1,England,West Indies,19296,51248,Kevin Pietersen,Sulieman Benn,5.3,0.0,0.0,0.0,203.0,184.0,3.0,45.0,1,33,False,,
33,1,England,West Indies,19296,51248,Kevin Pietersen,Sulieman Benn,5.4,2.0,2.0,0.0,173.0,315.0,5.0,47.0,1,34,False,,
34,1,England,West Indies,19296,51248,Kevin Pietersen,Sulieman Benn,5.5,1.0,1.0,0.0,291.0,66.0,2.0,48.0,1,35,False,,
35,1,England,West Indies,10582,51248,Ravi Bopara,Sulieman Benn,5.6,1.0,1.0,0.0,211.0,104.0,1.0,49.0,1,36,False,,
36,1,England,West Indies,10582,51880,Ravi Bopara,Chris Gayle,6.1,2.0,2.0,0.0,54.0,137.0,7.0,51.0,1,37,False,,
37,1,England,West Indies,10582,51880,Ravi Bopara,Chris Gayle,6.2,1.0,1.0,0.0,217.0,128.0,1.0,52.0,1,38,False,,
38,1,England,West Indies,19296,51880,Kevin Pietersen,Chris Gayle,6.3,1.0,1.0,0.0,123.0,323.0,5.0,53.0,1,39,False,,
39,1,England,West Indies,10582,51880,Ravi Bopara,Chris Gayle,6.4,0.0,0.0,0.0,205.0,202.0,4.0,53.0,1,40,False,,
40,1,England,West Indies,10582,51880,Ravi Bopara,Chris Gayle,6.5,0.0,0.0,0.0,183.0,201.0,4.0,53.0,1,41,False,,
41,1,England,West Indies,10582,51880,Ravi Bopara,Chris Gayle,6.6,1.0,1.0,0.0,100.0,227.0,6.0,54.0,1,42,False,,
