,inning,batting_team,bowling_team,batsman,bowler,batsman_name,bowler_name,ovr,runs_batter,runs_w_extras,extras,x,y,z,cumul_runs,wicket,wicket_method,who_out
0,1,Netherlands,Kenya,233712,308515,Stephan Myburgh,Shem Ngoche,0.1,1.0,1.0,0.0,0.0,0.0,0.0,1.0,False,,
1,1,Netherlands,Kenya,308794,308515,Michael Swart,Shem Ngoche,0.2,2.0,2.0,0.0,0.0,0.0,0.0,3.0,False,,
2,1,Netherlands,Kenya,308794,308515,Michael Swart,Shem Ngoche,0.3,1.0,1.0,0.0,0.0,0.0,0.0,4.0,False,,
3,1,Netherlands,Kenya,233712,308515,Stephan Myburgh,Shem Ngoche,0.4,1.0,1.0,0.0,0.0,0.0,0.0,5.0,False,,
4,1,Netherlands,Kenya,308794,308515,Michael Swart,Shem Ngoche,0.5,2.0,2.0,0.0,0.0,0.0,0.0,7.0,False,,
5,1,Netherlands,Kenya,308794,308515,Michael Swart,Shem Ngoche,0.6,0.0,0.0,0.0,0.0,0.0,0.0,7.0,False,,
6,1,Netherlands,Kenya,233712,308691,Stephan Myburgh,James Ngoche,1.1,0.0,0.0,0.0,0.0,0.0,0.0,7.0,False,,
7,1,Netherlands,Kenya,233712,308691,Stephan Myburgh,James Ngoche,1.2,1.0,1.0,0.0,0.0,0.0,0.0,8.0,False,,
8,1,Netherlands,Kenya,308794,308691,Michael Swart,James Ngoche,1.3,0.0,0.0,0.0,0.0,0.0,0.0,8.0,False,,
9,1,Netherlands,Kenya,308794,308691,Michael Swart,James Ngoche,1.4,0.0,0.0,0.0,0.0,0.0,0.0,8.0,False,,
10,1,Netherlands,Kenya,308794,308691,Michael Swart,James Ngoche,1.5,2.0,2.0,0.0,0.0,0.0,0.0,10.0,False,,
11,1,Netherlands,Kenya,308794,308691,Michael Swart,James Ngoche,1.6,1.0,1.0,0.0,0.0,0.0,0.0,11.0,False,,
12,1,Netherlands,Kenya,308794,254114,Michael Swart,Hiren Varaiya,2.1,0.0,0.0,0.0,0.0,0.0,0.0,11.0,False,,
13,1,Netherlands,Kenya,308794,254114,Michael Swart,Hiren Varaiya,2.2,1.0,1.0,0.0,0.0,0.0,0.0,12.0,False,,
14,1,Netherlands,Kenya,233712,254114,Stephan Myburgh,Hiren Varaiya,2.3,4.0,4.0,0.0,0.0,0.0,0.0,16.0,False,,
15,1,Netherlands,Kenya,233712,254114,Stephan Myburgh,Hiren Varaiya,2.4,2.0,2.0,0.0,0.0,0.0,0.0,18.0,False,,
16,1,Netherlands,Kenya,233712,254114,Stephan Myburgh,Hiren Varaiya,2.5,0.0,0.0,0.0,0.0,0.0,0.0,18.0,False,,
17,1,Netherlands,Kenya,233712,254114,Stephan Myburgh,Hiren Varaiya,2.6,0.0,0.0,0.0,0.0,0.0,0.0,18.0,False,,
18,1,Netherlands,Kenya,308794,308691,Michael Swart,James Ngoche,3.1,6.0,6.0,0.0,0.0,0.0,0.0,24.0,False,,
19,1,Netherlands,Kenya,308794,308691,Michael Swart,James Ngoche,3.2,1.0,1.0,0.0,0.0,0.0,0.0,25.0,False,,
20,1,Netherlands,Kenya,233712,308691,Stephan Myburgh,James Ngoche,3.3,1.0,1.0,0.0,0.0,0.0,0.0,26.0,False,,
21,1,Netherlands,Kenya,308794,308691,Michael Swart,James Ngoche,3.4,0.0,0.0,0.0,0.0,0.0,0.0,26.0,False,,
22,1,Netherlands,Kenya,308794,308691,Michael Swart,James Ngoche,3.5,2.0,2.0,0.0,0.0,0.0,0.0,28.0,False,,
23,1,Netherlands,Kenya,308794,308691,Michael Swart,James Ngoche,3.6,0.0,0.0,0.0,0.0,0.0,0.0,28.0,False,,
24,1,Netherlands,Kenya,233712,254114,Stephan Myburgh,Hiren Varaiya,4.1,1.0,1.0,0.0,0.0,0.0,0.0,29.0,False,,
25,1,Netherlands,Kenya,308794,254114,Michael Swart,Hiren Varaiya,4.2,6.0,6.0,0.0,0.0,0.0,0.0,35.0,False,,
26,1,Netherlands,Kenya,308794,254114,Michael Swart,Hiren Varaiya,4.3,0.0,0.0,0.0,0.0,0.0,0.0,35.0,False,,
27,1,Netherlands,Kenya,308794,254114,Michael Swart,Hiren Varaiya,4.4,4.0,4.0,0.0,0.0,0.0,0.0,39.0,False,,
28,1,Netherlands,Kenya,308794,254114,Michael Swart,Hiren Varaiya,4.5,0.0,0.0,0.0,0.0,0.0,0.0,39.0,False,,
29,1,Netherlands,Kenya,308794,254114,Michael Swart,Hiren Varaiya,4.6,0.0,0.0,0.0,0.0,0.0,0.0,39.0,False,,
30,1,Netherlands,Kenya,233712,238612,Stephan Myburgh,Nehemiah Odhiambo,5.1,1.0,1.0,0.0,0.0,0.0,0.0,40.0,False,,
31,1,Netherlands,Kenya,308794,238612,Michael Swart,Nehemiah Odhiambo,5.2,1.0,1.0,0.0,0.0,0.0,0.0,41.0,False,,
32,1,Netherlands,Kenya,233712,238612,Stephan Myburgh,Nehemiah Odhiambo,5.3,4.0,4.0,0.0,0.0,0.0,0.0,45.0,False,,
33,1,Netherlands,Kenya,233712,238612,Stephan Myburgh,Nehemiah Odhiambo,5.4,0.0,0.0,0.0,0.0,0.0,0.0,45.0,False,,
34,1,Netherlands,Kenya,233712,238612,Stephan Myburgh,Nehemiah Odhiambo,5.5,1.0,1.0,0.0,0.0,0.0,0.0,46.0,False,,
35,1,Netherlands,Kenya,308794,238612,Michael Swart,Nehemiah Odhiambo,5.6,4.0,4.0,0.0,0.0,0.0,0.0,50.0,False,,
36,1,Netherlands,Kenya,233712,254114,Stephan Myburgh,Hiren Varaiya,6.1,0.0,0.0,0.0,0.0,0.0,0.0,50.0,False,,
37,1,Netherlands,Kenya,233712,254114,Stephan Myburgh,Hiren Varaiya,6.2,1.0,1.0,0.0,0.0,0.0,0.0,51.0,False,,
38,1,Netherlands,Kenya,308794,254114,Michael Swart,Hiren Varaiya,6.3,0.0,0.0,0.0,0.0,0.0,0.0,51.0,False,,
39,1,Netherlands,Kenya,308794,254114,Michael Swart,Hiren Varaiya,6.4,6.0,6.0,0.0,0.0,0.0,0.0,57.0,False,,
40,1,Netherlands,Kenya,308794,254114,Michael Swart,Hiren Varaiya,6.5,1.0,1.0,0.0,0.0,0.0,0.0,58.0,False,,
41,1,Netherlands,Kenya,233712,254114,Stephan Myburgh,Hiren Varaiya,6.6,2.0,2.0,0.0,0.0,0.0,0.0,60.0,False,,
42,1,Netherlands,Kenya,308794,238612,Michael Swart,Nehemiah Odhiambo,7.1,1.0,1.0,0.0,0.0,0.0,0.0,61.0,False,,
43,1,Netherlands,Kenya,233712,238612,Stephan Myburgh,Nehemiah Odhiambo,7.2,0.0,0.0,0.0,0.0,0.0,0.0,61.0,False,,
44,1,Netherlands,Kenya,233712,238612,Stephan Myburgh,Nehemiah Odhiambo,7.3,1.0,1.0,0.0,0.0,0.0,0.0,62.0,False,,
45,1,Netherlands,Kenya,308794,238612,Michael Swart,Nehemiah Odhiambo,7.4,1.0,1.0,0.0,0.0,0.0,0.0,63.0,False,,
46,1,Netherlands,Kenya,233712,238612,Stephan Myburgh,Nehemiah Odhiambo,7.5,1.0,1.0,0.0,0.0,0.0,0.0,64.0,False,,
47,1,Netherlands,Kenya,308794,238612,Michael Swart,Nehemiah Odhiambo,7.6,0.0,0.0,0.0,0.0,0.0,0.0,64.0,False,,
48,1,Netherlands,Kenya,233712,308515,Stephan Myburgh,Shem Ngoche,8.1,1.0,1.0,0.0,0.0,0.0,0.0,65.0,False,,
49,1,Netherlands,Kenya,308794,308515,Michael Swart,Shem Ngoche,8.2,1.0,1.0,0.0,0.0,0.0,0.0,66.0,False,,
50,1,Netherlands,Kenya,233712,308515,Stephan Myburgh,Shem Ngoche,8.3,1.0,1.0,0.0,0.0,0.0,0.0,67.0,False,,
51,1,Netherlands,Kenya,308794,308515,Michael Swart,Shem Ngoche,8.4,1.0,1.0,0.0,0.0,0.0,0.0,68.0,False,,
52,1,Netherlands,Kenya,233712,308515,Stephan Myburgh,Shem Ngoche,8.5,0.0,0.0,0.0,0.0,0.0,0.0,68.0,False,,
53,1,Netherlands,Kenya,233712,308515,Stephan Myburgh,Shem Ngoche,8.6,1.0,1.0,0.0,0.0,0.0,0.0,69.0,False,,
54,1,Netherlands,Kenya,233712,24716,Stephan Myburgh,Ragheb Aga,9.1,1.0,1.0,0.0,0.0,0.0,0.0,70.0,False,,
55,1,Netherlands,Kenya,308794,24716,Michael Swart,Ragheb Aga,9.2,0.0,0.0,0.0,0.0,0.0,0.0,70.0,False,,
56,1,Netherlands,Kenya,308794,24716,Michael Swart,Ragheb Aga,9.3,2.0,2.0,0.0,0.0,0.0,0.0,72.0,False,,
57,1,Netherlands,Kenya,308794,24716,Michael Swart,Ragheb Aga,9.4,4.0,4.0,0.0,0.0,0.0,0.0,76.0,False,,
58,1,Netherlands,Kenya,308794,24716,Michael Swart,Ragheb Aga,9.5,0.0,0.0,0.0,0.0,0.0,0.0,76.0,False,,
59,1,Netherlands,Kenya,308794,24716,Michael Swart,Ragheb Aga,9.6,2.0,2.0,0.0,0.0,0.0,0.0,78.0,False,,
