,inning,batting_team,bowling_team,batsman,bowler,batsman_name,batting_order,bowler_name,bat_right_handed,ovr,runs_batter,runs_w_extras,extras,x,y,z,landing_x,landing_y,ended_x,ended_y,ball_speed,cumul_runs,cumul_wickets,cumul_balls,wicket,wicket_method,who_out
0,1,South Africa,India,379143,326016,Quinton de Kock,1,Bhuvneshwar Kumar,n,0.1,2.0,2.0,0.0,53.0,131.0,7.0,-0.39,7.12,-0.15,0.66,78.753,2.0,0,1,False,,
1,1,South Africa,India,379143,326016,Quinton de Kock,1,Bhuvneshwar Kumar,n,0.2,0.0,1.0,1.0,0.0,0.0,0.0,-0.40,7.77,-0.31,0.63,81.259,3.0,0,2,False,,
2,1,South Africa,India,379143,326016,Quinton de Kock,1,Bhuvneshwar Kumar,n,0.2,0.0,2.0,2.0,0.0,0.0,0.0,-0.21,7.61,-0.17,0.93,83.347,5.0,0,2,False,,
3,1,South Africa,India,379143,326016,Quinton de Kock,1,Bhuvneshwar Kumar,n,0.3,4.0,4.0,0.0,162.0,10.0,8.0,0.22,7.99,0.58,0.99,85.393,9.0,0,3,False,,
4,1,South Africa,India,379143,326016,Quinton de Kock,1,Bhuvneshwar Kumar,n,0.4,0.0,0.0,0.0,180.0,128.0,8.0,0.38,5.07,0.61,0.52,84.258,9.0,1,4,True,caught,Quinton de Kock
5,1,South Africa,India,44828,326016,Faf du Plessis,3,Bhuvneshwar Kumar,y,0.5,0.0,0.0,0.0,138.0,154.0,7.0,-0.44,6.46,-0.14,0.56,83.237,9.0,1,5,False,,
6,1,South Africa,India,44828,326016,Faf du Plessis,3,Bhuvneshwar Kumar,y,0.6,1.0,1.0,0.0,290.0,113.0,2.0,-0.11,7.58,0.41,0.83,83.490,10.0,1,6,False,,
7,1,South Africa,India,44828,537119,Faf du Plessis,3,Mohit Sharma,y,1.1,2.0,2.0,0.0,65.0,241.0,6.0,-0.47,7.23,-0.56,0.80,85.996,12.0,1,7,False,,
8,1,South Africa,India,44828,537119,Faf du Plessis,3,Mohit Sharma,y,1.2,1.0,1.0,0.0,124.0,207.0,6.0,-0.27,5.99,-0.22,0.56,85.379,13.0,1,8,False,,
9,1,South Africa,India,43906,537119,Hashim Amla,2,Mohit Sharma,y,1.3,0.0,0.0,0.0,142.0,187.0,6.0,-0.34,8.49,-0.41,0.93,86.994,13.0,1,9,False,,
10,1,South Africa,India,43906,537119,Hashim Amla,2,Mohit Sharma,y,1.4,0.0,0.0,0.0,257.0,197.0,3.0,-0.09,5.01,0.02,0.46,84.591,13.0,1,10,False,,
11,1,South Africa,India,43906,537119,Hashim Amla,2,Mohit Sharma,y,1.5,0.0,0.0,0.0,159.0,226.0,5.0,-0.44,7.62,-0.54,0.59,83.825,13.0,1,11,False,,
12,1,South Africa,India,43906,537119,Hashim Amla,2,Mohit Sharma,y,1.6,0.0,0.0,0.0,126.0,186.0,6.0,-0.33,6.03,-0.40,0.62,85.410,13.0,1,12,False,,
13,1,South Africa,India,44828,326016,Faf du Plessis,3,Bhuvneshwar Kumar,y,2.1,1.0,1.0,0.0,311.0,230.0,3.0,-0.17,8.41,0.08,0.88,83.973,14.0,1,13,False,,
14,1,South Africa,India,43906,326016,Hashim Amla,2,Bhuvneshwar Kumar,y,2.2,1.0,1.0,0.0,293.0,211.0,3.0,-0.28,7.63,-0.12,0.66,84.485,15.0,1,14,False,,
15,1,South Africa,India,44828,326016,Faf du Plessis,3,Bhuvneshwar Kumar,y,2.3,0.0,0.0,0.0,202.0,237.0,4.0,-0.12,7.17,0.07,0.64,83.562,15.0,1,15,False,,
16,1,South Africa,India,44828,326016,Faf du Plessis,3,Bhuvneshwar Kumar,y,2.4,0.0,0.0,0.0,133.0,180.0,6.0,-0.33,7.13,-0.25,0.59,84.674,15.0,1,16,False,,
17,1,South Africa,India,44828,326016,Faf du Plessis,3,Bhuvneshwar Kumar,y,2.5,1.0,1.0,0.0,261.0,190.0,3.0,-0.20,8.34,0.12,0.88,80.012,16.0,1,17,False,,
18,1,South Africa,India,43906,326016,Hashim Amla,2,Bhuvneshwar Kumar,y,2.6,1.0,1.0,0.0,289.0,259.0,3.0,-0.31,8.34,-0.30,0.74,83.336,17.0,1,18,False,,
19,1,South Africa,India,43906,537119,Hashim Amla,2,Mohit Sharma,y,3.1,4.0,4.0,0.0,7.0,215.0,6.0,-0.41,8.63,-0.56,0.89,85.310,21.0,1,19,False,,
20,1,South Africa,India,43906,537119,Hashim Amla,2,Mohit Sharma,y,3.2,2.0,2.0,0.0,218.0,44.0,1.0,-0.38,12.11,-0.45,1.07,78.653,23.0,1,20,False,,
21,1,South Africa,India,43906,537119,Hashim Amla,2,Mohit Sharma,y,3.3,4.0,4.0,0.0,106.0,18.0,8.0,-0.13,7.60,-0.05,0.92,86.127,27.0,1,21,False,,
22,1,South Africa,India,43906,537119,Hashim Amla,2,Mohit Sharma,y,3.4,1.0,1.0,0.0,121.0,164.0,7.0,-0.27,8.96,-0.10,0.96,87.014,28.0,1,22,False,,
23,1,South Africa,India,44828,537119,Faf du Plessis,3,Mohit Sharma,y,3.5,4.0,4.0,0.0,352.0,225.0,3.0,,,,,,32.0,1,23,False,,
24,1,South Africa,India,44828,537119,Faf du Plessis,3,Mohit Sharma,y,3.6,2.0,2.0,0.0,303.0,220.0,3.0,-0.43,6.36,-0.50,0.51,84.586,34.0,1,24,False,,
25,1,South Africa,India,43906,326016,Hashim Amla,2,Bhuvneshwar Kumar,y,4.1,4.0,4.0,0.0,350.0,241.0,3.0,-0.20,8.21,0.02,0.60,78.235,38.0,1,25,False,,
26,1,South Africa,India,43906,326016,Hashim Amla,2,Bhuvneshwar Kumar,y,4.2,0.0,0.0,0.0,0.0,0.0,0.0,-0.28,8.03,-0.08,0.98,85.885,38.0,1,26,False,,
27,1,South Africa,India,43906,326016,Hashim Amla,2,Bhuvneshwar Kumar,y,4.3,0.0,0.0,0.0,129.0,174.0,6.0,-0.32,8.65,0.00,0.94,83.404,38.0,1,27,False,,
28,1,South Africa,India,43906,326016,Hashim Amla,2,Bhuvneshwar Kumar,y,4.4,4.0,4.0,0.0,29.0,285.0,6.0,-0.38,6.33,-0.31,0.67,84.171,42.0,1,28,False,,
29,1,South Africa,India,43906,326016,Hashim Amla,2,Bhuvneshwar Kumar,y,4.5,1.0,1.0,0.0,74.0,212.0,6.0,-0.40,8.12,-0.20,0.83,80.928,43.0,1,29,False,,
30,1,South Africa,India,44828,326016,Faf du Plessis,3,Bhuvneshwar Kumar,y,4.6,0.0,0.0,0.0,112.0,182.0,6.0,-0.44,7.25,-0.30,0.77,83.659,43.0,1,30,False,,
31,1,South Africa,India,43906,26421,Hashim Amla,2,Ravichandran Ashwin,y,5.1,0.0,1.0,1.0,0.0,0.0,0.0,0.82,6.43,0.60,0.84,55.129,44.0,1,31,False,,
32,1,South Africa,India,43906,26421,Hashim Amla,2,Ravichandran Ashwin,y,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.47,4.91,-0.09,0.57,54.367,44.0,2,31,True,bowled,Hashim Amla
33,1,South Africa,India,44932,26421,Jean-Paul Duminy,4,Ravichandran Ashwin,n,5.2,0.0,0.0,0.0,209.0,194.0,3.0,0.29,4.50,0.34,0.63,53.249,44.0,2,32,False,,
34,1,South Africa,India,44932,26421,Jean-Paul Duminy,4,Ravichandran Ashwin,n,5.3,0.0,0.0,0.0,110.0,202.0,6.0,-0.32,2.72,0.04,0.41,56.350,44.0,2,33,False,,
35,1,South Africa,India,44932,26421,Jean-Paul Duminy,4,Ravichandran Ashwin,n,5.4,0.0,0.0,0.0,0.0,0.0,0.0,-0.50,4.63,-0.08,0.62,-2.237,44.0,2,34,False,,
