,inning,batting_team,bowling_team,batsman,bowler,batsman_name,bowler_name,ovr,runs_batter,runs_w_extras,extras,x,y,z,cumul_runs,wicket,wicket_method,who_out
0,1,Ireland,Australia,24611,8180,William Porterfield,Shane Watson,0.1,0.0,0.0,0.0,50.0,104.0,7.0,0.0,True,caught,24611
1,1,Ireland,Australia,303427,8180,Paul Stirling,Shane Watson,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,
2,1,Ireland,Australia,303427,8180,Paul Stirling,Shane Watson,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,
3,1,Ireland,Australia,303427,8180,Paul Stirling,Shane Watson,0.4,0.0,0.0,0.0,145.0,183.0,6.0,0.0,False,,
4,1,Ireland,Australia,303427,8180,Paul Stirling,Shane Watson,0.5,0.0,0.0,0.0,245.0,207.0,3.0,0.0,False,,
5,1,Ireland,Australia,303427,8180,Paul Stirling,Shane Watson,0.6,4.0,4.0,0.0,37.0,287.0,6.0,4.0,False,,
6,1,Ireland,Australia,24249,311592,Ed Joyce,Mitchell Starc,1.1,1.0,1.0,0.0,37.0,122.0,7.0,5.0,False,,
7,1,Ireland,Australia,303427,311592,Paul Stirling,Mitchell Starc,1.2,0.0,0.0,0.0,141.0,167.0,6.0,5.0,False,,
8,1,Ireland,Australia,303427,311592,Paul Stirling,Mitchell Starc,1.3,0.0,0.0,0.0,117.0,191.0,6.0,5.0,False,,
9,1,Ireland,Australia,303427,311592,Paul Stirling,Mitchell Starc,1.4,1.0,1.0,0.0,113.0,185.0,6.0,6.0,False,,
10,1,Ireland,Australia,24249,311592,Ed Joyce,Mitchell Starc,1.5,0.0,0.0,0.0,132.0,214.0,5.0,6.0,False,,
11,1,Ireland,Australia,24249,311592,Ed Joyce,Mitchell Starc,1.6,0.0,0.0,0.0,245.0,154.0,2.0,6.0,False,,
12,1,Ireland,Australia,303427,489889,Paul Stirling,Pat Cummins,2.1,1.0,1.0,0.0,326.0,211.0,3.0,7.0,False,,
13,1,Ireland,Australia,24249,489889,Ed Joyce,Pat Cummins,2.2,4.0,4.0,0.0,25.0,111.0,7.0,11.0,False,,
14,1,Ireland,Australia,24249,489889,Ed Joyce,Pat Cummins,2.3,1.0,1.0,0.0,41.0,214.0,6.0,12.0,False,,
15,1,Ireland,Australia,303427,489889,Paul Stirling,Pat Cummins,2.4,1.0,1.0,0.0,132.0,250.0,5.0,13.0,False,,
16,1,Ireland,Australia,24249,489889,Ed Joyce,Pat Cummins,2.5,0.0,0.0,0.0,0.0,0.0,0.0,13.0,False,,
17,1,Ireland,Australia,24249,489889,Ed Joyce,Pat Cummins,2.6,0.0,0.0,0.0,223.0,185.0,3.0,13.0,False,,
18,1,Ireland,Australia,303427,311592,Paul Stirling,Mitchell Starc,3.1,0.0,1.0,1.0,0.0,0.0,0.0,14.0,False,,
19,1,Ireland,Australia,24249,311592,Ed Joyce,Mitchell Starc,3.2,1.0,1.0,0.0,239.0,236.0,4.0,15.0,False,,
20,1,Ireland,Australia,303427,311592,Paul Stirling,Mitchell Starc,3.3,0.0,0.0,0.0,41.0,127.0,7.0,15.0,True,caught,303427
21,1,Ireland,Australia,24249,311592,Ed Joyce,Mitchell Starc,3.4,1.0,1.0,0.0,249.0,211.0,3.0,16.0,False,,
22,1,Ireland,Australia,24289,311592,Niall O'Brien,Mitchell Starc,3.5,0.0,0.0,0.0,0.0,0.0,0.0,16.0,False,,
23,1,Ireland,Australia,24289,311592,Niall O'Brien,Mitchell Starc,3.6,0.0,0.0,0.0,0.0,0.0,0.0,16.0,False,,
24,1,Ireland,Australia,24249,489889,Ed Joyce,Pat Cummins,4.1,0.0,0.0,0.0,250.0,204.0,3.0,16.0,False,,
25,1,Ireland,Australia,24249,489889,Ed Joyce,Pat Cummins,4.2,4.0,4.0,0.0,168.0,357.0,5.0,20.0,False,,
26,1,Ireland,Australia,24249,489889,Ed Joyce,Pat Cummins,4.3,0.0,0.0,0.0,259.0,150.0,2.0,20.0,False,,
27,1,Ireland,Australia,24249,489889,Ed Joyce,Pat Cummins,4.4,4.0,4.0,0.0,16.0,242.0,6.0,24.0,False,,
28,1,Ireland,Australia,24249,489889,Ed Joyce,Pat Cummins,4.5,0.0,0.0,0.0,186.0,252.0,4.0,24.0,False,,
29,1,Ireland,Australia,24249,489889,Ed Joyce,Pat Cummins,4.6,0.0,0.0,0.0,227.0,199.0,3.0,24.0,False,,
30,1,Ireland,Australia,24289,325026,Niall O'Brien,Glenn Maxwell,5.1,0.0,0.0,0.0,242.0,206.0,3.0,24.0,False,,
31,1,Ireland,Australia,24289,325026,Niall O'Brien,Glenn Maxwell,5.2,1.0,1.0,0.0,38.0,201.0,6.0,25.0,False,,
32,1,Ireland,Australia,24249,325026,Ed Joyce,Glenn Maxwell,5.3,0.0,0.0,0.0,229.0,129.0,2.0,25.0,False,,
33,1,Ireland,Australia,24249,325026,Ed Joyce,Glenn Maxwell,5.4,0.0,0.0,0.0,173.0,139.0,8.0,25.0,False,,
34,1,Ireland,Australia,24249,325026,Ed Joyce,Glenn Maxwell,5.5,0.0,0.0,0.0,227.0,242.0,4.0,25.0,True,caught,24249
35,1,Ireland,Australia,24609,325026,Gary Wilson,Glenn Maxwell,5.6,4.0,4.0,0.0,31.0,269.0,6.0,29.0,False,,
36,1,Ireland,Australia,24289,4864,Niall O'Brien,Daniel Christian,6.1,0.0,0.0,0.0,220.0,201.0,3.0,29.0,False,,
37,1,Ireland,Australia,24289,4864,Niall O'Brien,Daniel Christian,6.2,2.0,2.0,0.0,131.0,42.0,8.0,31.0,False,,
38,1,Ireland,Australia,24289,4864,Niall O'Brien,Daniel Christian,6.3,1.0,1.0,0.0,51.0,198.0,6.0,32.0,False,,
39,1,Ireland,Australia,24609,4864,Gary Wilson,Daniel Christian,6.4,0.0,0.0,0.0,0.0,0.0,0.0,32.0,False,,
40,1,Ireland,Australia,24609,4864,Gary Wilson,Daniel Christian,6.5,1.0,1.0,0.0,340.0,148.0,2.0,33.0,False,,
