,inning,batting_team,bowling_team,batsman,bowler,batsman_name,batting_order,bowler_name,ovr,runs_batter,runs_w_extras,extras,x,y,z,cumul_runs,cumul_wickets,cumul_balls,wicket,wicket_method,who_out
0,1,England,Netherlands,10582,6981,Ravi Bopara,1,Dirk Nannes,0.1,4.0,4.0,0.0,11.0,121.0,7.0,4.0,0,1,False,,
1,1,England,Netherlands,10582,6981,Ravi Bopara,1,Dirk Nannes,0.2,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0,2,False,,
2,1,England,Netherlands,10582,6981,Ravi Bopara,1,Dirk Nannes,0.3,0.0,0.0,0.0,114.0,137.0,7.0,4.0,0,3,False,,
3,1,England,Netherlands,10582,6981,Ravi Bopara,1,Dirk Nannes,0.4,4.0,4.0,0.0,5.0,194.0,6.0,8.0,0,4,False,,
4,1,England,Netherlands,10582,6981,Ravi Bopara,1,Dirk Nannes,0.5,0.0,1.0,1.0,0.0,0.0,0.0,9.0,0,5,False,,
5,1,England,Netherlands,10582,6981,Ravi Bopara,1,Dirk Nannes,0.5,0.0,0.0,0.0,250.0,172.0,3.0,9.0,0,5,False,,
6,1,England,Netherlands,10582,6981,Ravi Bopara,1,Dirk Nannes,0.6,0.0,0.0,0.0,130.0,192.0,6.0,9.0,0,6,False,,
7,1,England,Netherlands,23460,24943,Luke Wright,2,Edgar Schiferli,1.1,4.0,4.0,0.0,331.0,89.0,2.0,13.0,0,7,False,,
8,1,England,Netherlands,23460,24943,Luke Wright,2,Edgar Schiferli,1.2,0.0,0.0,0.0,119.0,132.0,7.0,13.0,0,8,False,,
9,1,England,Netherlands,23460,24943,Luke Wright,2,Edgar Schiferli,1.3,0.0,0.0,0.0,125.0,186.0,6.0,13.0,0,9,False,,
10,1,England,Netherlands,23460,24943,Luke Wright,2,Edgar Schiferli,1.4,1.0,1.0,0.0,126.0,220.0,5.0,14.0,0,10,False,,
11,1,England,Netherlands,10582,24943,Ravi Bopara,1,Edgar Schiferli,1.5,2.0,2.0,0.0,286.0,220.0,3.0,16.0,0,11,False,,
12,1,England,Netherlands,10582,24943,Ravi Bopara,1,Edgar Schiferli,1.6,1.0,1.0,0.0,142.0,234.0,5.0,17.0,0,12,False,,
13,1,England,Netherlands,10582,6981,Ravi Bopara,1,Dirk Nannes,2.1,0.0,0.0,0.0,120.0,186.0,6.0,17.0,0,13,False,,
14,1,England,Netherlands,10582,6981,Ravi Bopara,1,Dirk Nannes,2.2,1.0,1.0,0.0,241.0,196.0,3.0,18.0,0,14,False,,
15,1,England,Netherlands,23460,6981,Luke Wright,2,Dirk Nannes,2.3,1.0,1.0,0.0,298.0,116.0,2.0,19.0,0,15,False,,
16,1,England,Netherlands,10582,6981,Ravi Bopara,1,Dirk Nannes,2.4,0.0,1.0,1.0,0.0,0.0,0.0,20.0,0,16,False,,
17,1,England,Netherlands,10582,6981,Ravi Bopara,1,Dirk Nannes,2.4,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0,16,False,,
18,1,England,Netherlands,10582,6981,Ravi Bopara,1,Dirk Nannes,2.5,2.0,2.0,0.0,334.0,153.0,2.0,22.0,0,17,False,,
19,1,England,Netherlands,10582,6981,Ravi Bopara,1,Dirk Nannes,2.6,1.0,1.0,0.0,88.0,80.0,7.0,23.0,0,18,False,,
20,1,England,Netherlands,10582,24943,Ravi Bopara,1,Edgar Schiferli,3.1,1.0,1.0,0.0,329.0,202.0,3.0,24.0,0,19,False,,
21,1,England,Netherlands,23460,24943,Luke Wright,2,Edgar Schiferli,3.2,0.0,0.0,0.0,202.0,237.0,4.0,24.0,0,20,False,,
22,1,England,Netherlands,23460,24943,Luke Wright,2,Edgar Schiferli,3.3,1.0,1.0,0.0,128.0,241.0,5.0,25.0,0,21,False,,
23,1,England,Netherlands,10582,24943,Ravi Bopara,1,Edgar Schiferli,3.4,0.0,0.0,0.0,114.0,142.0,7.0,25.0,0,22,False,,
24,1,England,Netherlands,10582,24943,Ravi Bopara,1,Edgar Schiferli,3.5,4.0,4.0,0.0,344.0,267.0,3.0,29.0,0,23,False,,
25,1,England,Netherlands,10582,24943,Ravi Bopara,1,Edgar Schiferli,3.6,0.0,0.0,0.0,157.0,203.0,5.0,29.0,0,24,False,,
26,1,England,Netherlands,23460,47660,Luke Wright,2,Ryan ten Doeschate,4.1,0.0,1.0,1.0,0.0,0.0,0.0,30.0,0,25,False,,
27,1,England,Netherlands,23460,47660,Luke Wright,2,Ryan ten Doeschate,4.1,0.0,0.0,0.0,202.0,200.0,4.0,30.0,0,25,False,,
28,1,England,Netherlands,23460,47660,Luke Wright,2,Ryan ten Doeschate,4.2,0.0,1.0,1.0,0.0,0.0,0.0,31.0,0,26,False,,
29,1,England,Netherlands,23460,47660,Luke Wright,2,Ryan ten Doeschate,4.2,2.0,2.0,0.0,267.0,283.0,4.0,33.0,0,26,False,,
30,1,England,Netherlands,23460,47660,Luke Wright,2,Ryan ten Doeschate,4.3,0.0,0.0,0.0,165.0,192.0,5.0,33.0,0,27,False,,
31,1,England,Netherlands,23460,47660,Luke Wright,2,Ryan ten Doeschate,4.4,0.0,0.0,0.0,154.0,181.0,6.0,33.0,0,28,False,,
32,1,England,Netherlands,23460,47660,Luke Wright,2,Ryan ten Doeschate,4.5,1.0,1.0,0.0,207.0,248.0,4.0,34.0,0,29,False,,
33,1,England,Netherlands,10582,47660,Ravi Bopara,1,Ryan ten Doeschate,4.6,4.0,4.0,0.0,8.0,159.0,7.0,38.0,0,30,False,,
34,1,England,Netherlands,23460,24943,Luke Wright,2,Edgar Schiferli,5.1,4.0,4.0,0.0,54.0,313.0,5.0,42.0,0,31,False,,
35,1,England,Netherlands,23460,24943,Luke Wright,2,Edgar Schiferli,5.2,0.0,0.0,0.0,235.0,207.0,3.0,42.0,0,32,False,,
36,1,England,Netherlands,23460,24943,Luke Wright,2,Edgar Schiferli,5.3,2.0,2.0,0.0,304.0,282.0,3.0,44.0,0,33,False,,
37,1,England,Netherlands,23460,24943,Luke Wright,2,Edgar Schiferli,5.4,2.0,2.0,0.0,319.0,250.0,3.0,46.0,0,34,False,,
38,1,England,Netherlands,23460,24943,Luke Wright,2,Edgar Schiferli,5.5,4.0,4.0,0.0,6.0,196.0,6.0,50.0,0,35,False,,
39,1,England,Netherlands,23460,24943,Luke Wright,2,Edgar Schiferli,5.6,1.0,1.0,0.0,100.0,240.0,6.0,51.0,0,36,False,,
40,1,England,Netherlands,23460,208657,Luke Wright,2,Pieter Seelaar,6.1,0.0,0.0,0.0,124.0,203.0,6.0,51.0,0,37,False,,
41,1,England,Netherlands,23460,208657,Luke Wright,2,Pieter Seelaar,6.2,1.0,1.0,0.0,301.0,226.0,3.0,52.0,0,38,False,,
42,1,England,Netherlands,10582,208657,Ravi Bopara,1,Pieter Seelaar,6.3,1.0,1.0,0.0,246.0,312.0,4.0,53.0,0,39,False,,
43,1,England,Netherlands,23460,208657,Luke Wright,2,Pieter Seelaar,6.4,1.0,1.0,0.0,326.0,153.0,2.0,54.0,0,40,False,,
44,1,England,Netherlands,10582,208657,Ravi Bopara,1,Pieter Seelaar,6.5,1.0,1.0,0.0,331.0,224.0,3.0,55.0,0,41,False,,
45,1,England,Netherlands,23460,208657,Luke Wright,2,Pieter Seelaar,6.6,0.0,0.0,0.0,131.0,141.0,7.0,55.0,0,42,False,,
46,1,England,Netherlands,10582,36592,Ravi Bopara,1,Peter Borren,7.1,1.0,1.0,0.0,151.0,323.0,5.0,56.0,0,43,False,,
