,inning,batting_team,bowling_team,batsman,bowler,batsman_name,batting_order,bowler_name,ovr,runs_batter,runs_w_extras,extras,x,y,z,cumul_runs,cumul_wickets,cumul_balls,wicket,wicket_method,who_out
0,1,South Africa,West Indies,47270,230553,Graeme Smith,1,Kemar Roach,0.1,0.0,0.0,0.0,208.0,217.0,4.0,0.0,0,1,False,,
1,1,South Africa,West Indies,47270,230553,Graeme Smith,1,Kemar Roach,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,False,,
2,1,South Africa,West Indies,47270,230553,Graeme Smith,1,Kemar Roach,0.3,2.0,2.0,0.0,79.0,97.0,7.0,2.0,0,3,False,,
3,1,South Africa,West Indies,47270,230553,Graeme Smith,1,Kemar Roach,0.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,4,False,,
4,1,South Africa,West Indies,47270,230553,Graeme Smith,1,Kemar Roach,0.5,0.0,0.0,0.0,200.0,168.0,3.0,2.0,0,5,False,,
5,1,South Africa,West Indies,47270,230553,Graeme Smith,1,Kemar Roach,0.6,4.0,4.0,0.0,238.0,350.0,4.0,6.0,0,6,False,,
6,1,South Africa,West Indies,44098,53191,Loots Bosman,2,Jerome Taylor,1.1,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0,7,False,,
7,1,South Africa,West Indies,44098,53191,Loots Bosman,2,Jerome Taylor,1.2,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0,8,False,,
8,1,South Africa,West Indies,44098,53191,Loots Bosman,2,Jerome Taylor,1.3,0.0,0.0,0.0,191.0,132.0,1.0,6.0,1,9,True,caught,Loots Bosman
9,1,South Africa,West Indies,44936,53191,AB de Villiers,3,Jerome Taylor,1.4,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1,10,False,,
10,1,South Africa,West Indies,44936,53191,AB de Villiers,3,Jerome Taylor,1.5,0.0,0.0,0.0,233.0,154.0,2.0,6.0,1,11,False,,
11,1,South Africa,West Indies,44936,53191,AB de Villiers,3,Jerome Taylor,1.6,0.0,0.0,0.0,127.0,164.0,7.0,6.0,1,12,False,,
