,inning,batting_team,bowling_team,batsman,bowler,batsman_name,bowler_name,ovr,runs_batter,runs_w_extras,extras,x,y,z,cumul_runs,wicket,wicket_method,who_out
0,1,Pakistan,Bangladesh,41028,56007,Kamran Akmal,Mashrafe Mortaza,0.1,0.0,0.0,0.0,120.0,153.0,7.0,0.0,False,,
1,1,Pakistan,Bangladesh,41028,56007,Kamran Akmal,Mashrafe Mortaza,0.2,2.0,2.0,0.0,59.0,107.0,7.0,2.0,False,,
2,1,Pakistan,Bangladesh,41028,56007,Kamran Akmal,Mashrafe Mortaza,0.3,1.0,1.0,0.0,247.0,256.0,4.0,3.0,False,,
3,1,Pakistan,Bangladesh,42683,56007,Salman Butt,Mashrafe Mortaza,0.4,4.0,4.0,0.0,325.0,285.0,3.0,7.0,False,,
4,1,Pakistan,Bangladesh,42683,56007,Salman Butt,Mashrafe Mortaza,0.5,1.0,1.0,0.0,308.0,97.0,2.0,8.0,False,,
5,1,Pakistan,Bangladesh,41028,56007,Kamran Akmal,Mashrafe Mortaza,0.6,0.0,1.0,1.0,0.0,0.0,0.0,9.0,False,,
6,1,Pakistan,Bangladesh,41028,56007,Kamran Akmal,Mashrafe Mortaza,0.6,0.0,1.0,1.0,0.0,0.0,0.0,10.0,False,,
7,1,Pakistan,Bangladesh,41028,56283,Kamran Akmal,Abdur Razzak,1.1,0.0,0.0,0.0,242.0,202.0,3.0,10.0,False,,
8,1,Pakistan,Bangladesh,41028,56283,Kamran Akmal,Abdur Razzak,1.2,4.0,4.0,0.0,349.0,126.0,2.0,14.0,False,,
9,1,Pakistan,Bangladesh,41028,56283,Kamran Akmal,Abdur Razzak,1.3,4.0,4.0,0.0,320.0,63.0,2.0,18.0,False,,
10,1,Pakistan,Bangladesh,41028,56283,Kamran Akmal,Abdur Razzak,1.4,0.0,0.0,0.0,129.0,146.0,7.0,18.0,False,,
11,1,Pakistan,Bangladesh,41028,56283,Kamran Akmal,Abdur Razzak,1.5,0.0,0.0,0.0,255.0,154.0,2.0,18.0,False,,
12,1,Pakistan,Bangladesh,41028,56283,Kamran Akmal,Abdur Razzak,1.6,1.0,1.0,0.0,322.0,237.0,3.0,19.0,False,,
13,1,Pakistan,Bangladesh,41028,56007,Kamran Akmal,Mashrafe Mortaza,2.1,0.0,0.0,0.0,0.0,0.0,0.0,19.0,False,,
14,1,Pakistan,Bangladesh,41028,56007,Kamran Akmal,Mashrafe Mortaza,2.2,1.0,1.0,0.0,204.0,246.0,4.0,20.0,False,,
15,1,Pakistan,Bangladesh,42683,56007,Salman Butt,Mashrafe Mortaza,2.3,1.0,1.0,0.0,305.0,88.0,2.0,21.0,False,,
16,1,Pakistan,Bangladesh,41028,56007,Kamran Akmal,Mashrafe Mortaza,2.4,2.0,2.0,0.0,237.0,292.0,4.0,23.0,False,,
17,1,Pakistan,Bangladesh,41028,56007,Kamran Akmal,Mashrafe Mortaza,2.5,1.0,1.0,0.0,335.0,146.0,2.0,24.0,False,,
18,1,Pakistan,Bangladesh,42683,56007,Salman Butt,Mashrafe Mortaza,2.6,4.0,4.0,0.0,355.0,191.0,3.0,28.0,False,,
