,inning,batting_team,bowling_team,batsman,bowler,batsman_name,bowler_name,ovr,runs_batter,runs_w_extras,extras,x,y,z,cumul_runs,cumul_wickets,cumul_balls,wicket,wicket_method,who_out
0,1,Pakistan,New Zealand,41434,502714,Mohammad Hafeez,Mitchell Santner,0.1,0.0,0.0,0.0,178.0,193.0,5.0,0.0,0,1,False,,
1,1,Pakistan,New Zealand,41434,502714,Mohammad Hafeez,Mitchell Santner,0.2,6.0,6.0,0.0,345.0,302.0,3.0,6.0,0,2,False,,
2,1,Pakistan,New Zealand,41434,502714,Mohammad Hafeez,Mitchell Santner,0.3,0.0,0.0,0.0,173.0,188.0,5.0,6.0,0,3,False,,
3,1,Pakistan,New Zealand,41434,502714,Mohammad Hafeez,Mitchell Santner,0.4,0.0,0.0,0.0,121.0,192.0,6.0,6.0,0,4,False,,
4,1,Pakistan,New Zealand,41434,502714,Mohammad Hafeez,Mitchell Santner,0.5,0.0,1.0,1.0,0.0,0.0,0.0,7.0,0,5,False,,
5,1,Pakistan,New Zealand,41434,502714,Mohammad Hafeez,Mitchell Santner,0.5,0.0,0.0,0.0,224.0,235.0,4.0,7.0,0,5,False,,
6,1,Pakistan,New Zealand,41434,502714,Mohammad Hafeez,Mitchell Santner,0.6,4.0,4.0,0.0,31.0,273.0,6.0,11.0,0,6,False,,
7,1,Pakistan,New Zealand,259410,277662,Ahmed Shehzad,Corey Anderson,1.1,0.0,0.0,0.0,142.0,236.0,5.0,11.0,0,7,False,,
8,1,Pakistan,New Zealand,259410,277662,Ahmed Shehzad,Corey Anderson,1.2,1.0,1.0,0.0,78.0,74.0,7.0,12.0,0,8,False,,
9,1,Pakistan,New Zealand,41434,277662,Mohammad Hafeez,Corey Anderson,1.3,0.0,0.0,0.0,112.0,162.0,7.0,12.0,0,9,False,,
10,1,Pakistan,New Zealand,41434,277662,Mohammad Hafeez,Corey Anderson,1.4,0.0,0.0,0.0,117.0,167.0,6.0,12.0,0,10,False,,
11,1,Pakistan,New Zealand,41434,277662,Mohammad Hafeez,Corey Anderson,1.5,0.0,2.0,2.0,225.0,22.0,1.0,14.0,0,11,False,,
12,1,Pakistan,New Zealand,41434,277662,Mohammad Hafeez,Corey Anderson,1.6,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0,12,False,,
13,1,Pakistan,New Zealand,259410,450860,Ahmed Shehzad,Adam Milne,2.1,1.0,1.0,0.0,94.0,63.0,8.0,15.0,0,13,False,,
14,1,Pakistan,New Zealand,41434,450860,Mohammad Hafeez,Adam Milne,2.2,1.0,1.0,0.0,204.0,194.0,4.0,16.0,0,14,False,,
15,1,Pakistan,New Zealand,259410,450860,Ahmed Shehzad,Adam Milne,2.3,0.0,0.0,0.0,146.0,193.0,6.0,16.0,0,15,False,,
16,1,Pakistan,New Zealand,259410,450860,Ahmed Shehzad,Adam Milne,2.4,4.0,4.0,0.0,230.0,350.0,4.0,20.0,0,16,False,,
17,1,Pakistan,New Zealand,259410,450860,Ahmed Shehzad,Adam Milne,2.5,1.0,1.0,0.0,118.0,223.0,6.0,21.0,0,17,False,,
18,1,Pakistan,New Zealand,41434,450860,Mohammad Hafeez,Adam Milne,2.6,1.0,1.0,0.0,327.0,184.0,3.0,22.0,0,18,False,,
19,1,Pakistan,New Zealand,41434,277662,Mohammad Hafeez,Corey Anderson,3.1,4.0,4.0,0.0,321.0,293.0,3.0,26.0,0,19,False,,
20,1,Pakistan,New Zealand,41434,277662,Mohammad Hafeez,Corey Anderson,3.2,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0,20,False,,
21,1,Pakistan,New Zealand,41434,277662,Mohammad Hafeez,Corey Anderson,3.3,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0,21,False,,
22,1,Pakistan,New Zealand,41434,277662,Mohammad Hafeez,Corey Anderson,3.4,1.0,1.0,0.0,173.0,312.0,5.0,27.0,0,22,False,,
23,1,Pakistan,New Zealand,259410,277662,Ahmed Shehzad,Corey Anderson,3.5,2.0,2.0,0.0,326.0,216.0,3.0,29.0,0,23,False,,
24,1,Pakistan,New Zealand,259410,277662,Ahmed Shehzad,Corey Anderson,3.6,0.0,0.0,0.0,125.0,264.0,5.0,29.0,1,24,True,caught,259410
25,1,Pakistan,New Zealand,41434,319439,Mohammad Hafeez,Mitchell McClenaghan,4.1,0.0,0.0,0.0,118.0,167.0,6.0,29.0,1,25,False,,
26,1,Pakistan,New Zealand,41434,319439,Mohammad Hafeez,Mitchell McClenaghan,4.2,0.0,0.0,0.0,134.0,187.0,6.0,29.0,1,26,False,,
