,inning,batting_team,bowling_team,batsman,bowler,batsman_name,batting_order,bowler_name,bat_right_handed,ovr,runs_batter,runs_w_extras,extras,x,y,z,landing_x,landing_y,ended_x,ended_y,ball_speed,cumul_runs,cumul_wickets,cumul_balls,wicket,wicket_method,who_out
0,1,South Africa,New Zealand,44752,319439,Henry Davids,1,Mitchell McClenaghan,y,0.1,0.0,1.0,1.0,0.0,0.0,0.0,0.23,5.90,0.32,0.64,81.201,1.0,0,1,False,,
1,1,South Africa,New Zealand,44828,319439,Faf du Plessis,2,Mitchell McClenaghan,y,0.2,0.0,0.0,0.0,144.0,193.0,6.0,-0.08,3.63,-0.25,0.59,83.214,1.0,0,2,False,,
2,1,South Africa,New Zealand,44828,319439,Faf du Plessis,2,Mitchell McClenaghan,y,0.3,0.0,0.0,0.0,126.0,183.0,6.0,-0.01,7.17,-0.30,0.72,80.977,1.0,0,3,False,,
3,1,South Africa,New Zealand,44828,319439,Faf du Plessis,2,Mitchell McClenaghan,y,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.06,5.74,0.10,0.57,82.319,1.0,0,4,False,,
4,1,South Africa,New Zealand,44828,319439,Faf du Plessis,2,Mitchell McClenaghan,y,0.5,1.0,1.0,0.0,242.0,227.0,3.0,0.12,5.29,-0.03,0.60,83.214,2.0,0,5,False,,
5,1,South Africa,New Zealand,44752,319439,Henry Davids,1,Mitchell McClenaghan,y,0.6,0.0,0.0,0.0,180.0,125.0,8.0,-0.40,6.67,-0.68,0.64,83.661,2.0,0,6,False,,
6,1,South Africa,New Zealand,44828,232356,Faf du Plessis,2,Ronnie Hira,y,1.1,0.0,0.0,0.0,141.0,186.0,6.0,-0.27,4.77,-0.18,0.61,-2.237,2.0,0,7,False,,
7,1,South Africa,New Zealand,44828,232356,Faf du Plessis,2,Ronnie Hira,y,1.2,0.0,0.0,0.0,218.0,135.0,2.0,,,,,,2.0,0,8,False,,
8,1,South Africa,New Zealand,44828,232356,Faf du Plessis,2,Ronnie Hira,y,1.3,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2.0,0,9,False,,
9,1,South Africa,New Zealand,44828,232356,Faf du Plessis,2,Ronnie Hira,y,1.4,0.0,0.0,0.0,110.0,182.0,6.0,,,,,,2.0,0,10,False,,
10,1,South Africa,New Zealand,44828,232356,Faf du Plessis,2,Ronnie Hira,y,1.5,0.0,0.0,0.0,0.0,0.0,0.0,-0.03,3.44,-0.00,0.80,-2.237,2.0,1,11,True,bowled,Faf du Plessis
11,1,South Africa,New Zealand,379143,232356,Quinton de Kock,3,Ronnie Hira,n,1.6,0.0,0.0,0.0,140.0,188.0,6.0,0.55,4.44,0.34,0.53,56.371,2.0,1,12,False,,
12,1,South Africa,New Zealand,44752,319439,Henry Davids,1,Mitchell McClenaghan,y,2.1,4.0,4.0,0.0,18.0,127.0,7.0,-0.25,7.62,-0.70,0.73,72.700,6.0,1,13,False,,
13,1,South Africa,New Zealand,44752,319439,Henry Davids,1,Mitchell McClenaghan,y,2.2,0.0,0.0,0.0,127.0,182.0,6.0,-0.15,6.76,-0.48,0.70,82.767,6.0,1,14,False,,
14,1,South Africa,New Zealand,44752,319439,Henry Davids,1,Mitchell McClenaghan,y,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.14,8.49,0.14,0.88,84.109,6.0,1,15,False,,
15,1,South Africa,New Zealand,44752,319439,Henry Davids,1,Mitchell McClenaghan,y,2.4,0.0,1.0,1.0,0.0,0.0,0.0,-0.73,3.64,-1.06,0.44,83.214,7.0,1,16,False,,
16,1,South Africa,New Zealand,44752,319439,Henry Davids,1,Mitchell McClenaghan,y,2.4,0.0,0.0,0.0,0.0,0.0,0.0,-0.33,7.79,-0.94,0.79,81.424,7.0,1,16,False,,
