,inning,batting_team,bowling_team,batsman,bowler,batsman_name,batting_order,bowler_name,ovr,runs_batter,runs_w_extras,extras,x,y,z,cumul_runs,cumul_wickets,cumul_balls,wicket,wicket_method,who_out
0,1,Canada,Scotland,307075,461281,Ruvindu Gunasekera,1,Preston Mommsen,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,False,,
1,1,Canada,Scotland,307075,461281,Ruvindu Gunasekera,1,Preston Mommsen,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,False,,
2,1,Canada,Scotland,307075,461281,Ruvindu Gunasekera,1,Preston Mommsen,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,False,,
3,1,Canada,Scotland,307075,461281,Ruvindu Gunasekera,1,Preston Mommsen,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,False,,
4,1,Canada,Scotland,307075,461281,Ruvindu Gunasekera,1,Preston Mommsen,0.5,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0,5,False,,
5,1,Canada,Scotland,361952,461281,Rizwan Cheema,2,Preston Mommsen,0.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,6,False,,
6,1,Canada,Scotland,307075,295644,Ruvindu Gunasekera,1,Gordon Drummond,1.1,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0,7,False,,
7,1,Canada,Scotland,307075,295644,Ruvindu Gunasekera,1,Gordon Drummond,1.1,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0,7,False,,
8,1,Canada,Scotland,361952,295644,Rizwan Cheema,2,Gordon Drummond,1.2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0,8,False,,
9,1,Canada,Scotland,361952,295644,Rizwan Cheema,2,Gordon Drummond,1.3,2.0,2.0,0.0,0.0,0.0,0.0,5.0,0,9,False,,
10,1,Canada,Scotland,361952,295644,Rizwan Cheema,2,Gordon Drummond,1.4,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0,10,False,,
11,1,Canada,Scotland,361952,295644,Rizwan Cheema,2,Gordon Drummond,1.5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0,11,False,,
12,1,Canada,Scotland,361952,295644,Rizwan Cheema,2,Gordon Drummond,1.6,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0,12,False,,
13,1,Canada,Scotland,307075,461281,Ruvindu Gunasekera,1,Preston Mommsen,2.1,0.0,1.0,1.0,0.0,0.0,0.0,6.0,0,13,False,,
14,1,Canada,Scotland,307075,461281,Ruvindu Gunasekera,1,Preston Mommsen,2.1,4.0,4.0,0.0,0.0,0.0,0.0,10.0,0,13,False,,
15,1,Canada,Scotland,307075,461281,Ruvindu Gunasekera,1,Preston Mommsen,2.2,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0,14,False,,
16,1,Canada,Scotland,307075,461281,Ruvindu Gunasekera,1,Preston Mommsen,2.3,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0,15,False,,
17,1,Canada,Scotland,307075,461281,Ruvindu Gunasekera,1,Preston Mommsen,2.4,0.0,5.0,5.0,0.0,0.0,0.0,15.0,0,16,False,,
18,1,Canada,Scotland,307075,461281,Ruvindu Gunasekera,1,Preston Mommsen,2.4,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0,16,False,,
19,1,Canada,Scotland,307075,461281,Ruvindu Gunasekera,1,Preston Mommsen,2.5,1.0,1.0,0.0,0.0,0.0,0.0,16.0,0,17,False,,
20,1,Canada,Scotland,361952,461281,Rizwan Cheema,2,Preston Mommsen,2.6,6.0,6.0,0.0,0.0,0.0,0.0,22.0,0,18,False,,
21,1,Canada,Scotland,307075,25490,Ruvindu Gunasekera,1,Richie Berrington,3.1,0.0,1.0,1.0,0.0,0.0,0.0,23.0,0,19,False,,
22,1,Canada,Scotland,307075,25490,Ruvindu Gunasekera,1,Richie Berrington,3.1,6.0,6.0,0.0,0.0,0.0,0.0,29.0,0,19,False,,
23,1,Canada,Scotland,307075,25490,Ruvindu Gunasekera,1,Richie Berrington,3.2,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0,20,False,,
24,1,Canada,Scotland,307075,25490,Ruvindu Gunasekera,1,Richie Berrington,3.3,1.0,1.0,0.0,0.0,0.0,0.0,30.0,0,21,False,,
25,1,Canada,Scotland,361952,25490,Rizwan Cheema,2,Richie Berrington,3.4,0.0,4.0,4.0,0.0,0.0,0.0,34.0,0,22,False,,
26,1,Canada,Scotland,361952,25490,Rizwan Cheema,2,Richie Berrington,3.5,0.0,0.0,0.0,0.0,0.0,0.0,34.0,1,23,True,caught,Rizwan Cheema
27,1,Canada,Scotland,307075,25490,Ruvindu Gunasekera,1,Richie Berrington,3.6,0.0,0.0,0.0,0.0,0.0,0.0,34.0,1,24,False,,
28,1,Canada,Scotland,414248,25451,Hiral Patel,3,Majid Haq,4.1,1.0,1.0,0.0,0.0,0.0,0.0,35.0,1,25,False,,
29,1,Canada,Scotland,307075,25451,Ruvindu Gunasekera,1,Majid Haq,4.2,0.0,0.0,0.0,0.0,0.0,0.0,35.0,1,26,False,,
30,1,Canada,Scotland,307075,25451,Ruvindu Gunasekera,1,Majid Haq,4.3,0.0,0.0,0.0,0.0,0.0,0.0,35.0,1,27,False,,
31,1,Canada,Scotland,307075,25451,Ruvindu Gunasekera,1,Majid Haq,4.4,0.0,0.0,0.0,0.0,0.0,0.0,35.0,1,28,False,,
32,1,Canada,Scotland,307075,25451,Ruvindu Gunasekera,1,Majid Haq,4.5,0.0,0.0,0.0,0.0,0.0,0.0,35.0,1,29,False,,
33,1,Canada,Scotland,307075,25451,Ruvindu Gunasekera,1,Majid Haq,4.6,1.0,1.0,0.0,0.0,0.0,0.0,36.0,1,30,False,,
34,1,Canada,Scotland,307075,298195,Ruvindu Gunasekera,1,Jan Stander,5.1,4.0,4.0,0.0,0.0,0.0,0.0,40.0,1,31,False,,
