,inning,batting_team,bowling_team,batsman,bowler,batsman_name,batting_order,bowler_name,bat_right_handed,ovr,runs_batter,runs_w_extras,extras,x,y,z,landing_x,landing_y,ended_x,ended_y,ball_speed,cumul_runs,cumul_wickets,cumul_balls,wicket,wicket_method,who_out
0,1,Sri Lanka,West Indies,300631,51433,Kusal Perera,1,Samuel Badree,n,0.1,1.0,1.0,0.0,240.0,206.0,3.0,0.18,4.39,0.34,0.53,54.134,1.0,0,1,False,,
1,1,Sri Lanka,West Indies,48472,51433,Tillakaratne Dilshan,2,Samuel Badree,y,0.2,0.0,0.0,0.0,134.0,197.0,6.0,-0.30,4.17,-0.35,0.54,57.258,1.0,0,2,False,,
2,1,Sri Lanka,West Indies,48472,51433,Tillakaratne Dilshan,2,Samuel Badree,y,0.3,4.0,4.0,0.0,86.0,333.0,5.0,-0.09,4.38,0.01,0.50,55.942,5.0,0,3,False,,
3,1,Sri Lanka,West Indies,48472,51433,Tillakaratne Dilshan,2,Samuel Badree,y,0.4,0.0,0.0,0.0,123.0,203.0,6.0,-0.09,5.76,0.04,0.69,57.700,5.0,0,4,False,,
4,1,Sri Lanka,West Indies,48472,51433,Tillakaratne Dilshan,2,Samuel Badree,y,0.5,0.0,0.0,0.0,209.0,159.0,2.0,0.15,5.73,0.29,0.63,58.045,5.0,0,5,False,,
5,1,Sri Lanka,West Indies,48472,51433,Tillakaratne Dilshan,2,Samuel Badree,y,0.6,0.0,0.0,0.0,119.0,166.0,6.0,-0.36,6.25,-0.42,0.69,58.551,5.0,0,6,False,,
6,1,Sri Lanka,West Indies,300631,314622,Kusal Perera,1,Krishmar Santokie,n,1.1,2.0,2.0,0.0,42.0,206.0,6.0,0.14,7.14,-0.05,0.68,65.378,7.0,0,7,False,,
7,1,Sri Lanka,West Indies,300631,314622,Kusal Perera,1,Krishmar Santokie,n,1.2,4.0,4.0,0.0,14.0,128.0,7.0,-0.23,3.56,-0.38,0.33,76.981,11.0,0,8,False,,
8,1,Sri Lanka,West Indies,300631,314622,Kusal Perera,1,Krishmar Santokie,n,1.3,2.0,2.0,0.0,79.0,240.0,6.0,0.14,6.64,-0.01,0.62,78.536,13.0,0,9,False,,
9,1,Sri Lanka,West Indies,300631,314622,Kusal Perera,1,Krishmar Santokie,n,1.4,4.0,4.0,0.0,54.0,303.0,5.0,0.45,8.66,0.51,0.76,77.989,17.0,0,10,False,,
10,1,Sri Lanka,West Indies,300631,314622,Kusal Perera,1,Krishmar Santokie,n,1.5,0.0,0.0,0.0,229.0,195.0,3.0,0.41,7.94,0.33,0.73,67.219,17.0,0,11,False,,
11,1,Sri Lanka,West Indies,300631,314622,Kusal Perera,1,Krishmar Santokie,n,1.6,0.0,0.0,0.0,101.0,193.0,6.0,0.17,7.47,-0.13,0.66,67.101,17.0,0,12,False,,
12,1,Sri Lanka,West Indies,48472,51433,Tillakaratne Dilshan,2,Samuel Badree,y,2.1,6.0,6.0,0.0,119.0,356.0,5.0,-0.18,5.33,-0.15,0.70,57.742,23.0,0,13,False,,
13,1,Sri Lanka,West Indies,48472,51433,Tillakaratne Dilshan,2,Samuel Badree,y,2.2,0.0,0.0,0.0,0.0,0.0,0.0,-0.31,6.55,-0.24,0.60,60.079,23.0,0,14,False,,
