,inning,batting_team,bowling_team,batsman,bowler,batsman_name,batting_order,bowler_name,bat_right_handed,ovr,runs_batter,runs_w_extras,extras,x,y,z,landing_x,landing_y,ended_x,ended_y,ball_speed,cumul_runs,cumul_wickets,cumul_balls,wicket,wicket_method,who_out
0,1,England,Afghanistan,230855,319746,Craig Kieswetter,1,Shapoor Zadran,y,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.06,7.92,-0.34,0.48,84.342,0.0,0,1,False,,
1,1,England,Afghanistan,230855,319746,Craig Kieswetter,1,Shapoor Zadran,y,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.06,7.92,-0.34,0.48,80.350,0.0,0,2,False,,
2,1,England,Afghanistan,230855,319746,Craig Kieswetter,1,Shapoor Zadran,y,0.3,0.0,0.0,0.0,204.0,189.0,3.0,,,,,,0.0,0,3,False,,
3,1,England,Afghanistan,230855,319746,Craig Kieswetter,1,Shapoor Zadran,y,0.4,0.0,0.0,0.0,136.0,196.0,6.0,-0.06,7.51,-0.48,0.71,83.544,0.0,0,4,False,,
4,1,England,Afghanistan,230855,319746,Craig Kieswetter,1,Shapoor Zadran,y,0.5,0.0,0.0,0.0,207.0,222.0,4.0,0.02,5.12,-0.17,0.69,80.849,0.0,0,5,False,,
5,1,England,Afghanistan,230855,319746,Craig Kieswetter,1,Shapoor Zadran,y,0.6,0.0,0.0,0.0,180.0,162.0,8.0,0.11,9.00,-0.23,1.01,83.444,0.0,0,6,False,,
6,1,England,Afghanistan,249866,516561,Alex Hales,2,Dawlat Zadran,y,1.1,4.0,4.0,0.0,129.0,13.0,8.0,-0.56,7.90,-0.72,0.95,81.847,4.0,0,7,False,,
7,1,England,Afghanistan,249866,516561,Alex Hales,2,Dawlat Zadran,y,1.2,0.0,0.0,0.0,0.0,0.0,0.0,-0.51,9.99,-0.82,1.32,80.749,4.0,0,8,False,,
8,1,England,Afghanistan,249866,516561,Alex Hales,2,Dawlat Zadran,y,1.3,0.0,0.0,0.0,106.0,177.0,6.0,-0.36,9.10,-0.35,1.07,81.747,4.0,0,9,False,,
9,1,England,Afghanistan,249866,516561,Alex Hales,2,Dawlat Zadran,y,1.4,1.0,1.0,0.0,148.0,223.0,5.0,-0.31,7.80,-0.14,0.97,81.348,5.0,0,10,False,,
10,1,England,Afghanistan,23460,516561,Luke Wright,3,Dawlat Zadran,y,1.5,0.0,0.0,0.0,173.0,191.0,5.0,-0.22,10.41,0.04,1.18,81.148,5.0,0,11,False,,
11,1,England,Afghanistan,23460,516561,Luke Wright,3,Dawlat Zadran,y,1.6,0.0,0.0,0.0,153.0,169.0,6.0,-0.48,12.24,-0.37,1.78,82.346,5.0,0,12,False,,
12,1,England,Afghanistan,249866,319746,Alex Hales,2,Shapoor Zadran,y,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.18,9.36,-0.40,0.97,83.045,5.0,0,13,False,,
13,1,England,Afghanistan,249866,319746,Alex Hales,2,Shapoor Zadran,y,2.2,0.0,0.0,0.0,119.0,155.0,7.0,0.04,7.90,-0.46,0.79,83.943,5.0,0,14,False,,
14,1,England,Afghanistan,249866,319746,Alex Hales,2,Shapoor Zadran,y,2.3,0.0,0.0,0.0,111.0,177.0,6.0,-0.14,4.95,-0.44,0.50,-2.237,5.0,0,15,False,,
15,1,England,Afghanistan,249866,319746,Alex Hales,2,Shapoor Zadran,y,2.4,1.0,1.0,0.0,137.0,213.0,5.0,0.17,7.02,-0.18,0.53,81.448,6.0,0,16,False,,
16,1,England,Afghanistan,23460,319746,Luke Wright,3,Shapoor Zadran,y,2.5,0.0,0.0,0.0,0.0,0.0,0.0,-0.10,6.33,-0.49,0.52,81.049,6.0,0,17,False,,
17,1,England,Afghanistan,23460,319746,Luke Wright,3,Shapoor Zadran,y,2.6,4.0,4.0,0.0,9.0,184.0,6.0,-0.10,4.43,-0.38,0.61,83.344,10.0,0,18,False,,
18,1,England,Afghanistan,249866,516561,Alex Hales,2,Dawlat Zadran,y,3.1,0.0,0.0,0.0,120.0,149.0,7.0,-0.48,12.05,-0.35,1.78,83.045,10.0,0,19,False,,
19,1,England,Afghanistan,249866,516561,Alex Hales,2,Dawlat Zadran,y,3.2,1.0,1.0,0.0,313.0,101.0,2.0,-0.45,11.08,-0.00,1.17,85.440,11.0,0,20,False,,
20,1,England,Afghanistan,23460,516561,Luke Wright,3,Dawlat Zadran,y,3.3,4.0,4.0,0.0,354.0,220.0,3.0,-0.30,10.36,-0.11,1.22,83.344,15.0,0,21,False,,
21,1,England,Afghanistan,23460,516561,Luke Wright,3,Dawlat Zadran,y,3.4,0.0,0.0,0.0,0.0,0.0,0.0,-0.20,7.14,0.05,0.84,83.045,15.0,0,22,False,,
22,1,England,Afghanistan,23460,516561,Luke Wright,3,Dawlat Zadran,y,3.5,0.0,0.0,0.0,0.0,0.0,0.0,-0.33,6.43,-0.29,0.80,84.442,15.0,0,23,False,,
23,1,England,Afghanistan,23460,516561,Luke Wright,3,Dawlat Zadran,y,3.6,0.0,0.0,0.0,181.0,138.0,1.0,-0.41,8.91,-0.52,0.70,84.841,15.0,0,24,False,,
24,1,England,Afghanistan,249866,319746,Alex Hales,2,Shapoor Zadran,y,4.1,0.0,4.0,4.0,0.0,0.0,0.0,0.28,9.12,-0.04,1.39,82.945,19.0,0,25,False,,
