,inning,batting_team,bowling_team,batsman,bowler,batsman_name,batting_order,bowler_name,bat_right_handed,ovr,runs_batter,runs_w_extras,extras,x,y,z,landing_x,landing_y,ended_x,ended_y,ball_speed,cumul_runs,cumul_wickets,cumul_balls,wicket,wicket_method,who_out
0,1,England,South Africa,298438,550215,Jason Roy,1,Kagiso Rabada,y,0.1,0.0,0.0,0.0,127.0,204.0,6.0,-0.52,6.25,-0.61,0.81,86.534,0.0,0,1,False,,
1,1,England,South Africa,298438,550215,Jason Roy,1,Kagiso Rabada,y,0.2,0.0,0.0,0.0,0.0,0.0,0.0,-0.30,7.96,-0.22,1.08,89.734,0.0,0,2,False,,
2,1,England,South Africa,298438,550215,Jason Roy,1,Kagiso Rabada,y,0.3,2.0,2.0,0.0,273.0,190.0,3.0,-0.39,9.90,-0.10,1.50,84.593,2.0,0,3,False,,
3,1,England,South Africa,298438,550215,Jason Roy,1,Kagiso Rabada,y,0.4,0.0,0.0,0.0,186.0,191.0,4.0,-0.39,9.17,-0.37,1.36,90.799,2.0,0,4,False,,
4,1,England,South Africa,298438,550215,Jason Roy,1,Kagiso Rabada,y,0.5,0.0,0.0,0.0,0.0,0.0,0.0,-0.41,7.18,-0.40,0.83,89.509,2.0,0,5,False,,
5,1,England,South Africa,298438,550215,Jason Roy,1,Kagiso Rabada,y,0.6,1.0,1.0,0.0,102.0,49.0,8.0,-0.38,3.74,-0.33,0.52,89.452,3.0,0,6,False,,
6,1,England,South Africa,298438,297583,Jason Roy,1,Kyle Abbott,y,1.1,2.0,2.0,0.0,320.0,198.0,3.0,-0.73,7.72,-0.80,0.91,80.993,5.0,0,7,False,,
7,1,England,South Africa,298438,297583,Jason Roy,1,Kyle Abbott,y,1.2,0.0,0.0,0.0,0.0,0.0,0.0,-0.53,7.26,-0.63,1.08,85.549,5.0,0,8,False,,
8,1,England,South Africa,298438,297583,Jason Roy,1,Kyle Abbott,y,1.3,0.0,0.0,0.0,142.0,182.0,6.0,-0.41,7.16,-0.22,0.84,86.916,5.0,0,9,False,,
9,1,England,South Africa,298438,297583,Jason Roy,1,Kyle Abbott,y,1.4,0.0,0.0,0.0,121.0,174.0,6.0,-0.42,7.31,-0.11,1.00,80.517,5.0,0,10,False,,
10,1,England,South Africa,298438,297583,Jason Roy,1,Kyle Abbott,y,1.5,2.0,2.0,0.0,107.0,320.0,5.0,-0.73,8.06,-0.83,1.03,83.298,7.0,0,11,False,,
11,1,England,South Africa,298438,297583,Jason Roy,1,Kyle Abbott,y,1.6,1.0,1.0,0.0,305.0,209.0,3.0,-0.66,-0.36,-0.66,0.10,83.698,8.0,0,12,False,,
12,1,England,South Africa,298438,550215,Jason Roy,1,Kagiso Rabada,y,2.1,1.0,1.0,0.0,288.0,196.0,3.0,-0.19,10.92,-0.03,0.97,90.497,9.0,0,13,False,,
13,1,England,South Africa,249866,550215,Alex Hales,2,Kagiso Rabada,y,2.2,0.0,0.0,0.0,178.0,191.0,5.0,-0.26,8.92,-0.14,1.15,-2.237,9.0,0,14,False,,
14,1,England,South Africa,249866,550215,Alex Hales,2,Kagiso Rabada,y,2.3,0.0,1.0,1.0,232.0,39.0,1.0,-0.18,9.46,0.37,0.93,88.497,10.0,0,15,False,,
15,1,England,South Africa,298438,550215,Jason Roy,1,Kagiso Rabada,y,2.4,0.0,0.0,0.0,0.0,0.0,0.0,-0.60,11.89,-0.19,1.80,80.907,10.0,0,16,False,,
16,1,England,South Africa,298438,550215,Jason Roy,1,Kagiso Rabada,y,2.5,0.0,0.0,0.0,0.0,0.0,0.0,-0.33,4.73,-0.12,0.61,91.342,10.0,1,17,True,bowled,Jason Roy
17,1,England,South Africa,303669,550215,Joe Root,3,Kagiso Rabada,y,2.6,4.0,4.0,0.0,33.0,92.0,7.0,-0.51,0.27,-0.51,0.08,86.598,14.0,1,18,False,,
