,inning,batting_team,bowling_team,batsman,bowler,batsman_name,batting_order,bowler_name,ovr,runs_batter,runs_w_extras,extras,x,y,z,cumul_runs,cumul_wickets,cumul_balls,wicket,wicket_method,who_out
0,1,India,Pakistan,28763,41411,Gautam Gambhir,1,Mohammad Asif,0.1,1.0,1.0,0.0,218.0,241.0,4.0,1.0,0,1,False,,
1,1,India,Pakistan,32498,41411,Yusuf Pathan,2,Mohammad Asif,0.2,1.0,1.0,0.0,161.0,124.0,8.0,2.0,0,2,False,,
2,1,India,Pakistan,28763,41411,Gautam Gambhir,1,Mohammad Asif,0.3,1.0,1.0,0.0,130.0,231.0,5.0,3.0,0,3,False,,
3,1,India,Pakistan,32498,41411,Yusuf Pathan,2,Mohammad Asif,0.4,6.0,6.0,0.0,222.0,361.0,4.0,9.0,0,4,False,,
4,1,India,Pakistan,32498,41411,Yusuf Pathan,2,Mohammad Asif,0.5,3.0,3.0,0.0,323.0,253.0,3.0,12.0,0,5,False,,
5,1,India,Pakistan,28763,41411,Gautam Gambhir,1,Mohammad Asif,0.6,0.0,1.0,1.0,0.0,0.0,0.0,13.0,0,6,False,,
6,1,India,Pakistan,28763,41411,Gautam Gambhir,1,Mohammad Asif,0.6,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0,6,False,,
7,1,India,Pakistan,32498,43265,Yusuf Pathan,2,Sohail Tanvir,1.1,1.0,1.0,0.0,145.0,248.0,5.0,14.0,0,7,False,,
8,1,India,Pakistan,28763,43265,Gautam Gambhir,1,Sohail Tanvir,1.2,0.0,1.0,1.0,0.0,0.0,0.0,15.0,0,8,False,,
9,1,India,Pakistan,28763,43265,Gautam Gambhir,1,Sohail Tanvir,1.2,4.0,4.0,0.0,138.0,13.0,8.0,19.0,0,8,False,,
10,1,India,Pakistan,28763,43265,Gautam Gambhir,1,Sohail Tanvir,1.3,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0,9,False,,
11,1,India,Pakistan,28763,43265,Gautam Gambhir,1,Sohail Tanvir,1.4,1.0,1.0,0.0,114.0,158.0,7.0,20.0,0,10,False,,
12,1,India,Pakistan,32498,43265,Yusuf Pathan,2,Sohail Tanvir,1.5,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0,11,False,,
13,1,India,Pakistan,32498,43265,Yusuf Pathan,2,Sohail Tanvir,1.6,0.0,0.0,0.0,127.0,142.0,7.0,20.0,0,12,False,,
14,1,India,Pakistan,28763,41411,Gautam Gambhir,1,Mohammad Asif,2.1,0.0,0.0,0.0,239.0,162.0,2.0,20.0,0,13,False,,
15,1,India,Pakistan,28763,41411,Gautam Gambhir,1,Mohammad Asif,2.2,1.0,1.0,0.0,229.0,240.0,4.0,21.0,0,14,False,,
16,1,India,Pakistan,32498,41411,Yusuf Pathan,2,Mohammad Asif,2.3,4.0,4.0,0.0,9.0,168.0,6.0,25.0,0,15,False,,
