,inning,batting_team,bowling_team,batsman,bowler,batsman_name,batting_order,bowler_name,bat_right_handed,ovr,runs_batter,runs_w_extras,extras,x,y,z,landing_x,landing_y,ended_x,ended_y,ball_speed,cumul_runs,cumul_wickets,cumul_balls,wicket,wicket_method,who_out
0,1,West Indies,Pakistan,333066,41434,Johnson Charles,1,Mohammad Hafeez,y,0.1,1.0,1.0,0.0,206.0,329.0,4.0,-0.17,3.84,-0.08,0.61,55.796,1.0,0,1,False,,
1,1,West Indies,Pakistan,51880,41434,Chris Gayle,2,Mohammad Hafeez,n,0.2,1.0,1.0,0.0,138.0,328.0,5.0,,,,,,2.0,0,2,False,,
2,1,West Indies,Pakistan,333066,41434,Johnson Charles,1,Mohammad Hafeez,y,0.3,0.0,0.0,0.0,0.0,0.0,0.0,-0.39,6.78,-0.14,0.72,57.188,2.0,1,3,True,bowled,Johnson Charles
3,1,West Indies,Pakistan,52983,41434,Marlon Samuels,3,Mohammad Hafeez,y,0.4,0.0,0.0,0.0,110.0,159.0,7.0,,,,,,2.0,1,4,False,,
4,1,West Indies,Pakistan,52983,41434,Marlon Samuels,3,Mohammad Hafeez,y,0.5,1.0,1.0,0.0,116.0,226.0,6.0,-0.37,4.39,-0.34,0.62,-2.237,3.0,1,5,False,,
5,1,West Indies,Pakistan,51880,41434,Chris Gayle,2,Mohammad Hafeez,n,0.6,0.0,0.0,0.0,228.0,183.0,3.0,0.29,5.50,0.06,0.74,54.498,3.0,1,6,False,,
6,1,West Indies,Pakistan,52983,429981,Marlon Samuels,3,Mohammad Irfan,y,1.1,0.0,0.0,0.0,109.0,194.0,6.0,,,,,,3.0,1,7,False,,
7,1,West Indies,Pakistan,52983,429981,Marlon Samuels,3,Mohammad Irfan,y,1.2,4.0,4.0,0.0,6.0,180.0,6.0,,,,,,7.0,1,8,False,,
8,1,West Indies,Pakistan,52983,429981,Marlon Samuels,3,Mohammad Irfan,y,1.3,1.0,1.0,0.0,83.0,69.0,7.0,,,,,,8.0,1,9,False,,
9,1,West Indies,Pakistan,51880,429981,Chris Gayle,2,Mohammad Irfan,n,1.4,4.0,4.0,0.0,140.0,10.0,8.0,0.07,3.64,-0.11,0.48,-2.237,12.0,1,10,False,,
10,1,West Indies,Pakistan,51880,429981,Chris Gayle,2,Mohammad Irfan,n,1.5,0.0,0.0,0.0,232.0,144.0,2.0,0.20,7.80,-0.22,1.21,-2.237,12.0,1,11,False,,
11,1,West Indies,Pakistan,51880,429981,Chris Gayle,2,Mohammad Irfan,n,1.6,0.0,0.0,0.0,200.0,189.0,4.0,,,,,,12.0,1,12,False,,
12,1,West Indies,Pakistan,52983,41434,Marlon Samuels,3,Mohammad Hafeez,y,2.1,0.0,0.0,0.0,156.0,200.0,5.0,,,,,,12.0,1,13,False,,
13,1,West Indies,Pakistan,52983,41434,Marlon Samuels,3,Mohammad Hafeez,y,2.2,0.0,0.0,0.0,236.0,218.0,3.0,,,,,,12.0,1,14,False,,
14,1,West Indies,Pakistan,52983,41434,Marlon Samuels,3,Mohammad Hafeez,y,2.3,0.0,0.0,0.0,162.0,192.0,5.0,,,,,,12.0,1,15,False,,
15,1,West Indies,Pakistan,52983,41434,Marlon Samuels,3,Mohammad Hafeez,y,2.4,1.0,1.0,0.0,211.0,111.0,1.0,,,,,,13.0,1,16,False,,
16,1,West Indies,Pakistan,51880,41434,Chris Gayle,2,Mohammad Hafeez,n,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.15,4.98,-0.02,0.42,-2.237,13.0,2,17,True,leg before wicket,Chris Gayle
17,1,West Indies,Pakistan,53116,41434,Lendl Simmons,4,Mohammad Hafeez,y,2.6,0.0,0.0,0.0,121.0,180.0,6.0,-0.44,5.09,-0.15,0.89,55.585,13.0,2,18,False,,
18,1,West Indies,Pakistan,52983,429981,Marlon Samuels,3,Mohammad Irfan,y,3.1,0.0,0.0,0.0,0.0,0.0,0.0,-0.08,6.17,-0.86,1.03,-2.237,13.0,2,19,False,,
19,1,West Indies,Pakistan,52983,429981,Marlon Samuels,3,Mohammad Irfan,y,3.2,4.0,4.0,0.0,11.0,159.0,7.0,0.28,10.42,-0.53,1.51,-2.237,17.0,2,20,False,,
20,1,West Indies,Pakistan,52983,429981,Marlon Samuels,3,Mohammad Irfan,y,3.3,4.0,4.0,0.0,5.0,189.0,6.0,0.31,9.52,-0.49,1.38,86.527,21.0,2,21,False,,
