,inning,batting_team,bowling_team,batsman,bowler,batsman_name,batting_order,bowler_name,ovr,runs_batter,runs_w_extras,extras,x,y,z,cumul_runs,cumul_wickets,cumul_balls,wicket,wicket_method,who_out
0,1,Bangladesh,South Africa,56194,46774,Tamim Iqbal,1,Shaun Pollock,0.1,4.0,4.0,0.0,353.0,215.0,3.0,4.0,0,1,False,,
1,1,Bangladesh,South Africa,56194,46774,Tamim Iqbal,1,Shaun Pollock,0.2,0.0,0.0,0.0,206.0,194.0,4.0,4.0,0,2,False,,
2,1,Bangladesh,South Africa,56194,46774,Tamim Iqbal,1,Shaun Pollock,0.3,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0,3,False,,
3,1,Bangladesh,South Africa,56194,46774,Tamim Iqbal,1,Shaun Pollock,0.4,4.0,4.0,0.0,39.0,282.0,6.0,8.0,0,4,False,,
4,1,Bangladesh,South Africa,56194,46774,Tamim Iqbal,1,Shaun Pollock,0.5,0.0,0.0,0.0,238.0,148.0,2.0,8.0,0,5,False,,
5,1,Bangladesh,South Africa,56194,46774,Tamim Iqbal,1,Shaun Pollock,0.6,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0,6,False,,
6,1,Bangladesh,South Africa,56059,46592,Nazimuddin,2,Makhaya Ntini,1.1,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1,7,True,leg before wicket,Nazimuddin
7,1,Bangladesh,South Africa,56266,46592,Aftab Ahmed,3,Makhaya Ntini,1.2,0.0,0.0,0.0,129.0,181.0,6.0,8.0,1,8,False,,
8,1,Bangladesh,South Africa,56266,46592,Aftab Ahmed,3,Makhaya Ntini,1.3,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1,9,False,,
9,1,Bangladesh,South Africa,56266,46592,Aftab Ahmed,3,Makhaya Ntini,1.4,6.0,6.0,0.0,331.0,305.0,3.0,14.0,1,10,False,,
10,1,Bangladesh,South Africa,56266,46592,Aftab Ahmed,3,Makhaya Ntini,1.5,6.0,6.0,0.0,132.0,358.0,5.0,20.0,1,11,False,,
11,1,Bangladesh,South Africa,56266,46592,Aftab Ahmed,3,Makhaya Ntini,1.6,4.0,4.0,0.0,288.0,322.0,4.0,24.0,1,12,False,,
12,1,Bangladesh,South Africa,56194,46774,Tamim Iqbal,1,Shaun Pollock,2.1,0.0,0.0,0.0,236.0,255.0,4.0,24.0,2,13,True,caught,Tamim Iqbal
13,1,Bangladesh,South Africa,55988,46774,Mohammad Ashraful,4,Shaun Pollock,2.2,6.0,6.0,0.0,356.0,137.0,2.0,30.0,2,14,False,,
14,1,Bangladesh,South Africa,55988,46774,Mohammad Ashraful,4,Shaun Pollock,2.3,4.0,4.0,0.0,260.0,27.0,1.0,34.0,2,15,False,,
15,1,Bangladesh,South Africa,55988,46774,Mohammad Ashraful,4,Shaun Pollock,2.4,0.0,0.0,0.0,182.0,283.0,4.0,34.0,3,16,True,caught,Mohammad Ashraful
16,1,Bangladesh,South Africa,56266,46774,Aftab Ahmed,3,Shaun Pollock,2.5,4.0,4.0,0.0,328.0,279.0,3.0,38.0,3,17,False,,
17,1,Bangladesh,South Africa,56266,46774,Aftab Ahmed,3,Shaun Pollock,2.6,1.0,1.0,0.0,196.0,222.0,4.0,39.0,3,18,False,,
