,inning,batting_team,bowling_team,batsman,bowler,batsman_name,bowler_name,ovr,runs_batter,runs_w_extras,extras,x,y,z,cumul_runs,cumul_wickets,cumul_balls,wicket,wicket_method,who_out
0,1,Kenya,Bangladesh,24760,56007,David Obuya,Mashrafe Mortaza,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,False,,
1,1,Kenya,Bangladesh,24760,56007,David Obuya,Mashrafe Mortaza,0.2,4.0,4.0,0.0,0.0,0.0,0.0,4.0,0,2,False,,
2,1,Kenya,Bangladesh,24760,56007,David Obuya,Mashrafe Mortaza,0.3,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0,3,False,,
3,1,Kenya,Bangladesh,24760,56007,David Obuya,Mashrafe Mortaza,0.4,4.0,4.0,0.0,0.0,0.0,0.0,8.0,0,4,False,,
4,1,Kenya,Bangladesh,24760,56007,David Obuya,Mashrafe Mortaza,0.5,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0,5,False,,
5,1,Kenya,Bangladesh,24760,56007,David Obuya,Mashrafe Mortaza,0.6,0.0,1.0,1.0,0.0,0.0,0.0,9.0,0,6,False,,
6,1,Kenya,Bangladesh,24760,56007,David Obuya,Mashrafe Mortaza,0.6,4.0,4.0,0.0,0.0,0.0,0.0,13.0,0,6,False,,
7,1,Kenya,Bangladesh,309207,56160,Jadavji Jesani,Syed Rasel,1.1,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0,7,False,,
8,1,Kenya,Bangladesh,309207,56160,Jadavji Jesani,Syed Rasel,1.2,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0,8,False,,
9,1,Kenya,Bangladesh,309207,56160,Jadavji Jesani,Syed Rasel,1.3,1.0,1.0,0.0,0.0,0.0,0.0,14.0,0,9,False,,
10,1,Kenya,Bangladesh,24760,56160,David Obuya,Syed Rasel,1.4,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0,10,False,,
11,1,Kenya,Bangladesh,24760,56160,David Obuya,Syed Rasel,1.5,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0,11,False,,
12,1,Kenya,Bangladesh,24760,56160,David Obuya,Syed Rasel,1.6,2.0,2.0,0.0,0.0,0.0,0.0,16.0,0,12,False,,
13,1,Kenya,Bangladesh,309207,56007,Jadavji Jesani,Mashrafe Mortaza,2.1,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0,13,False,,
14,1,Kenya,Bangladesh,309207,56007,Jadavji Jesani,Mashrafe Mortaza,2.2,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1,14,True,caught,309207
15,1,Kenya,Bangladesh,24760,56007,David Obuya,Mashrafe Mortaza,2.3,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1,15,False,,
16,1,Kenya,Bangladesh,24760,56007,David Obuya,Mashrafe Mortaza,2.4,2.0,2.0,0.0,0.0,0.0,0.0,18.0,1,16,False,,
17,1,Kenya,Bangladesh,24760,56007,David Obuya,Mashrafe Mortaza,2.5,1.0,1.0,0.0,0.0,0.0,0.0,19.0,1,17,False,,
18,1,Kenya,Bangladesh,24790,56007,Tanmay Mishra,Mashrafe Mortaza,2.6,0.0,0.0,0.0,0.0,0.0,0.0,19.0,1,18,False,,
19,1,Kenya,Bangladesh,24760,56160,David Obuya,Syed Rasel,3.1,0.0,0.0,0.0,0.0,0.0,0.0,19.0,1,19,False,,
20,1,Kenya,Bangladesh,24760,56160,David Obuya,Syed Rasel,3.2,1.0,1.0,0.0,0.0,0.0,0.0,20.0,1,20,False,,
21,1,Kenya,Bangladesh,24790,56160,Tanmay Mishra,Syed Rasel,3.3,1.0,1.0,0.0,0.0,0.0,0.0,21.0,1,21,False,,
22,1,Kenya,Bangladesh,24760,56160,David Obuya,Syed Rasel,3.4,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1,22,False,,
23,1,Kenya,Bangladesh,24760,56160,David Obuya,Syed Rasel,3.5,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1,23,False,,
24,1,Kenya,Bangladesh,24760,56160,David Obuya,Syed Rasel,3.6,4.0,4.0,0.0,0.0,0.0,0.0,25.0,1,24,False,,
25,1,Kenya,Bangladesh,24790,56007,Tanmay Mishra,Mashrafe Mortaza,4.1,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1,25,False,,
26,1,Kenya,Bangladesh,24790,56007,Tanmay Mishra,Mashrafe Mortaza,4.2,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1,26,False,,
27,1,Kenya,Bangladesh,24790,56007,Tanmay Mishra,Mashrafe Mortaza,4.3,1.0,1.0,0.0,0.0,0.0,0.0,26.0,1,27,False,,
28,1,Kenya,Bangladesh,24760,56007,David Obuya,Mashrafe Mortaza,4.4,1.0,1.0,0.0,0.0,0.0,0.0,27.0,1,28,False,,
29,1,Kenya,Bangladesh,24790,56007,Tanmay Mishra,Mashrafe Mortaza,4.5,1.0,1.0,0.0,0.0,0.0,0.0,28.0,1,29,False,,
30,1,Kenya,Bangladesh,24760,56007,David Obuya,Mashrafe Mortaza,4.6,0.0,1.0,1.0,0.0,0.0,0.0,29.0,1,30,False,,
31,1,Kenya,Bangladesh,24760,56007,David Obuya,Mashrafe Mortaza,4.6,0.0,0.0,0.0,0.0,0.0,0.0,29.0,2,30,True,caught,24760
32,1,Kenya,Bangladesh,24728,56160,Steve Tikolo,Syed Rasel,5.1,0.0,0.0,0.0,0.0,0.0,0.0,29.0,2,31,False,,
33,1,Kenya,Bangladesh,24728,56160,Steve Tikolo,Syed Rasel,5.2,0.0,0.0,0.0,0.0,0.0,0.0,29.0,2,32,False,,
34,1,Kenya,Bangladesh,24728,56160,Steve Tikolo,Syed Rasel,5.3,0.0,0.0,0.0,0.0,0.0,0.0,29.0,2,33,False,,
35,1,Kenya,Bangladesh,24728,56160,Steve Tikolo,Syed Rasel,5.4,4.0,4.0,0.0,0.0,0.0,0.0,33.0,2,34,False,,
36,1,Kenya,Bangladesh,24728,56160,Steve Tikolo,Syed Rasel,5.5,0.0,0.0,0.0,0.0,0.0,0.0,33.0,2,35,False,,
37,1,Kenya,Bangladesh,24728,56160,Steve Tikolo,Syed Rasel,5.6,2.0,2.0,0.0,0.0,0.0,0.0,35.0,2,36,False,,
38,1,Kenya,Bangladesh,24790,56283,Tanmay Mishra,Abdur Razzak,6.1,1.0,1.0,0.0,0.0,0.0,0.0,36.0,2,37,False,,
39,1,Kenya,Bangladesh,24728,56283,Steve Tikolo,Abdur Razzak,6.2,4.0,4.0,0.0,0.0,0.0,0.0,40.0,2,38,False,,
40,1,Kenya,Bangladesh,24728,56283,Steve Tikolo,Abdur Razzak,6.3,1.0,1.0,0.0,0.0,0.0,0.0,41.0,2,39,False,,
41,1,Kenya,Bangladesh,24790,56283,Tanmay Mishra,Abdur Razzak,6.4,0.0,0.0,0.0,0.0,0.0,0.0,41.0,2,40,False,,
42,1,Kenya,Bangladesh,24790,56283,Tanmay Mishra,Abdur Razzak,6.5,1.0,1.0,0.0,0.0,0.0,0.0,42.0,2,41,False,,
43,1,Kenya,Bangladesh,24728,56283,Steve Tikolo,Abdur Razzak,6.6,2.0,2.0,0.0,0.0,0.0,0.0,44.0,2,42,False,,
44,1,Kenya,Bangladesh,24790,56160,Tanmay Mishra,Syed Rasel,7.1,0.0,0.0,0.0,0.0,0.0,0.0,44.0,2,43,False,,
45,1,Kenya,Bangladesh,24790,56160,Tanmay Mishra,Syed Rasel,7.2,2.0,2.0,0.0,0.0,0.0,0.0,46.0,2,44,False,,
46,1,Kenya,Bangladesh,24790,56160,Tanmay Mishra,Syed Rasel,7.3,1.0,1.0,0.0,0.0,0.0,0.0,47.0,2,45,False,,
47,1,Kenya,Bangladesh,24728,56160,Steve Tikolo,Syed Rasel,7.4,1.0,1.0,0.0,0.0,0.0,0.0,48.0,2,46,False,,
48,1,Kenya,Bangladesh,24790,56160,Tanmay Mishra,Syed Rasel,7.5,1.0,1.0,0.0,0.0,0.0,0.0,49.0,2,47,False,,
49,1,Kenya,Bangladesh,24728,56160,Steve Tikolo,Syed Rasel,7.6,0.0,0.0,0.0,0.0,0.0,0.0,49.0,2,48,False,,
50,1,Kenya,Bangladesh,24790,56283,Tanmay Mishra,Abdur Razzak,8.1,0.0,0.0,0.0,0.0,0.0,0.0,49.0,2,49,False,,
51,1,Kenya,Bangladesh,24790,56283,Tanmay Mishra,Abdur Razzak,8.2,0.0,0.0,0.0,0.0,0.0,0.0,49.0,2,50,False,,
52,1,Kenya,Bangladesh,24790,56283,Tanmay Mishra,Abdur Razzak,8.3,1.0,1.0,0.0,0.0,0.0,0.0,50.0,2,51,False,,
53,1,Kenya,Bangladesh,24728,56283,Steve Tikolo,Abdur Razzak,8.4,1.0,1.0,0.0,0.0,0.0,0.0,51.0,2,52,False,,
54,1,Kenya,Bangladesh,24790,56283,Tanmay Mishra,Abdur Razzak,8.5,0.0,0.0,0.0,0.0,0.0,0.0,51.0,2,53,False,,
55,1,Kenya,Bangladesh,24790,56283,Tanmay Mishra,Abdur Razzak,8.6,0.0,0.0,0.0,0.0,0.0,0.0,51.0,2,54,False,,
56,1,Kenya,Bangladesh,24728,55988,Steve Tikolo,Mohammad Ashraful,9.1,0.0,0.0,0.0,0.0,0.0,0.0,51.0,2,55,False,,
57,1,Kenya,Bangladesh,24728,55988,Steve Tikolo,Mohammad Ashraful,9.2,1.0,1.0,0.0,0.0,0.0,0.0,52.0,2,56,False,,
58,1,Kenya,Bangladesh,24790,55988,Tanmay Mishra,Mohammad Ashraful,9.3,2.0,2.0,0.0,0.0,0.0,0.0,54.0,2,57,False,,
59,1,Kenya,Bangladesh,24790,55988,Tanmay Mishra,Mohammad Ashraful,9.4,0.0,2.0,2.0,0.0,0.0,0.0,56.0,2,58,False,,
