,inning,batting_team,bowling_team,batsman,bowler,batsman_name,bowler_name,ovr,runs_batter,runs_w_extras,extras,x,y,z,cumul_runs,wicket,wicket_method,who_out
0,1,Pakistan,New Zealand,41434,37740,Mohammad Hafeez,Kyle Mills,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,
1,1,Pakistan,New Zealand,41434,37740,Mohammad Hafeez,Kyle Mills,0.2,0.0,0.0,0.0,108.0,156.0,7.0,0.0,False,,
2,1,Pakistan,New Zealand,41434,37740,Mohammad Hafeez,Kyle Mills,0.3,1.0,1.0,0.0,155.0,109.0,8.0,1.0,False,,
3,1,Pakistan,New Zealand,40563,37740,Imran Nazir,Kyle Mills,0.4,0.0,0.0,0.0,115.0,197.0,6.0,1.0,False,,
4,1,Pakistan,New Zealand,40563,37740,Imran Nazir,Kyle Mills,0.5,0.0,0.0,0.0,168.0,267.0,5.0,1.0,False,,
5,1,Pakistan,New Zealand,40563,37740,Imran Nazir,Kyle Mills,0.6,0.0,0.0,0.0,111.0,207.0,6.0,1.0,False,,
6,1,Pakistan,New Zealand,41434,38710,Mohammad Hafeez,Daniel Vettori,1.1,0.0,0.0,0.0,174.0,194.0,5.0,1.0,False,,
7,1,Pakistan,New Zealand,41434,38710,Mohammad Hafeez,Daniel Vettori,1.2,6.0,6.0,0.0,245.0,352.0,4.0,7.0,False,,
8,1,Pakistan,New Zealand,41434,38710,Mohammad Hafeez,Daniel Vettori,1.3,0.0,0.0,0.0,123.0,133.0,7.0,7.0,False,,
9,1,Pakistan,New Zealand,41434,38710,Mohammad Hafeez,Daniel Vettori,1.4,0.0,0.0,0.0,104.0,152.0,7.0,7.0,False,,
10,1,Pakistan,New Zealand,41434,38710,Mohammad Hafeez,Daniel Vettori,1.5,0.0,0.0,0.0,195.0,262.0,4.0,7.0,False,,
11,1,Pakistan,New Zealand,41434,38710,Mohammad Hafeez,Daniel Vettori,1.6,2.0,2.0,0.0,284.0,249.0,3.0,9.0,False,,
12,1,Pakistan,New Zealand,40563,37740,Imran Nazir,Kyle Mills,2.1,1.0,1.0,0.0,243.0,148.0,2.0,10.0,False,,
13,1,Pakistan,New Zealand,41434,37740,Mohammad Hafeez,Kyle Mills,2.2,0.0,1.0,1.0,0.0,0.0,0.0,11.0,False,,
14,1,Pakistan,New Zealand,40563,37740,Imran Nazir,Kyle Mills,2.3,4.0,4.0,0.0,15.0,206.0,6.0,15.0,False,,
15,1,Pakistan,New Zealand,40563,37740,Imran Nazir,Kyle Mills,2.4,2.0,2.0,0.0,303.0,271.0,3.0,17.0,False,,
16,1,Pakistan,New Zealand,40563,37740,Imran Nazir,Kyle Mills,2.5,0.0,0.0,0.0,135.0,214.0,5.0,17.0,False,,
17,1,Pakistan,New Zealand,40563,37740,Imran Nazir,Kyle Mills,2.6,4.0,4.0,0.0,344.0,128.0,2.0,21.0,False,,
18,1,Pakistan,New Zealand,41434,232364,Mohammad Hafeez,Tim Southee,3.1,0.0,1.0,1.0,0.0,0.0,0.0,22.0,False,,
