,inning,batting_team,bowling_team,batsman,bowler,batsman_name,batting_order,bowler_name,bat_right_handed,ovr,runs_batter,runs_w_extras,extras,x,y,z,landing_x,landing_y,ended_x,ended_y,ball_speed,cumul_runs,cumul_wickets,cumul_balls,wicket,wicket_method,who_out
0,1,England,India,16406,227712,Michael Lumb,1,Ashok Dinda,n,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.10,9.21,0.40,0.83,89.655,0.0,0,1,False,,
1,1,England,India,16406,227712,Michael Lumb,1,Ashok Dinda,n,0.2,0.0,1.0,1.0,0.0,0.0,0.0,-0.06,9.01,0.00,0.88,84.149,1.0,0,2,False,,
2,1,England,India,249866,227712,Alex Hales,2,Ashok Dinda,y,0.3,0.0,0.0,0.0,120.0,192.0,6.0,-0.44,9.35,-0.49,0.89,85.910,1.0,0,3,False,,
3,1,England,India,249866,227712,Alex Hales,2,Ashok Dinda,y,0.4,0.0,0.0,0.0,120.0,165.0,6.0,-0.30,8.39,-0.26,0.72,85.813,1.0,0,4,False,,
4,1,England,India,249866,227712,Alex Hales,2,Ashok Dinda,y,0.5,4.0,4.0,0.0,345.0,122.0,2.0,-0.26,10.33,-0.28,1.09,85.437,5.0,0,5,False,,
5,1,England,India,249866,227712,Alex Hales,2,Ashok Dinda,y,0.6,4.0,4.0,0.0,352.0,220.0,3.0,-0.47,8.68,-0.29,0.87,56.736,9.0,0,6,False,,
6,1,England,India,16406,26421,Michael Lumb,1,Ravichandran Ashwin,n,1.1,0.0,0.0,0.0,174.0,200.0,5.0,0.31,6.35,-0.06,0.53,65.716,9.0,0,7,False,,
7,1,England,India,16406,26421,Michael Lumb,1,Ravichandran Ashwin,n,1.2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,9.0,0,8,False,,
8,1,England,India,16406,26421,Michael Lumb,1,Ravichandran Ashwin,n,1.3,0.0,0.0,0.0,196.0,162.0,2.0,,,,,,9.0,0,9,False,,
9,1,England,India,16406,26421,Michael Lumb,1,Ravichandran Ashwin,n,1.4,0.0,0.0,0.0,231.0,186.0,3.0,,,,,,9.0,0,10,False,,
10,1,England,India,16406,26421,Michael Lumb,1,Ravichandran Ashwin,n,1.5,0.0,0.0,0.0,181.0,201.0,4.0,0.32,5.01,0.01,0.82,59.541,9.0,0,11,False,,
11,1,England,India,16406,26421,Michael Lumb,1,Ravichandran Ashwin,n,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.32,5.09,0.76,1.00,49.737,9.0,0,12,False,,
12,1,England,India,249866,323131,Alex Hales,2,Parvinder Awana,y,2.1,2.0,2.0,0.0,336.0,239.0,3.0,-0.34,9.97,-0.06,1.25,80.243,11.0,0,13,False,,
13,1,England,India,249866,323131,Alex Hales,2,Parvinder Awana,y,2.2,4.0,4.0,0.0,14.0,227.0,6.0,-0.33,6.23,-0.38,0.66,83.588,15.0,0,14,False,,
14,1,England,India,249866,323131,Alex Hales,2,Parvinder Awana,y,2.3,0.0,0.0,0.0,176.0,193.0,5.0,-0.26,8.33,-0.05,0.77,85.312,15.0,0,15,False,,
15,1,England,India,249866,323131,Alex Hales,2,Parvinder Awana,y,2.4,4.0,4.0,0.0,260.0,23.0,1.0,-0.27,9.73,0.07,1.10,85.423,19.0,0,16,False,,
16,1,England,India,249866,323131,Alex Hales,2,Parvinder Awana,y,2.5,1.0,1.0,0.0,159.0,210.0,5.0,-0.38,6.96,-0.28,0.68,85.783,20.0,0,17,False,,
17,1,England,India,16406,323131,Michael Lumb,1,Parvinder Awana,n,2.6,1.0,1.0,0.0,154.0,150.0,7.0,0.07,7.65,0.51,0.77,86.410,21.0,0,18,False,,
18,1,England,India,16406,26421,Michael Lumb,1,Ravichandran Ashwin,n,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.23,5.28,-0.02,0.64,55.807,21.0,1,19,True,leg before wicket,Michael Lumb
19,1,England,India,23460,26421,Luke Wright,3,Ravichandran Ashwin,y,3.2,1.0,1.0,0.0,250.0,145.0,2.0,-0.19,5.38,0.13,0.60,60.270,22.0,1,20,False,,
20,1,England,India,249866,26421,Alex Hales,2,Ravichandran Ashwin,y,3.3,1.0,1.0,0.0,273.0,235.0,3.0,-0.06,7.51,0.43,0.65,55.194,23.0,1,21,False,,
21,1,England,India,23460,26421,Luke Wright,3,Ravichandran Ashwin,y,3.4,0.0,0.0,0.0,193.0,198.0,4.0,-0.09,5.32,0.04,0.64,57.781,23.0,1,22,False,,
22,1,England,India,23460,26421,Luke Wright,3,Ravichandran Ashwin,y,3.5,2.0,2.0,0.0,279.0,61.0,1.0,,,,,,25.0,1,23,False,,
23,1,England,India,23460,26421,Luke Wright,3,Ravichandran Ashwin,y,3.6,2.0,2.0,0.0,317.0,130.0,2.0,0.08,7.38,0.60,0.66,57.070,27.0,1,24,False,,
24,1,England,India,249866,234675,Alex Hales,2,Ravindra Jadeja,y,4.1,0.0,0.0,0.0,110.0,189.0,6.0,-0.06,7.67,0.30,0.75,54.322,27.0,1,25,False,,
